,state,zip,returnsCount,returnsSingleCount,returnsJointCount,returnsHOHCount,totalIncome,standardDeductionReturnsCount,childDeductionCount
24271,TX,78606,180.0,1430.0,1650.0,5810.0,750.0,12089.0,25.0
24272,TX,78607,0.0,70.0,60.0,180.0,30.0,0.0,0.0
24273,TX,78608,0.0,150.0,150.0,560.0,30.0,0.0,0.0
24274,TX,78609,40.0,410.0,510.0,1620.0,220.0,2301.0,8.0
24275,TX,78610,940.0,6900.0,14180.0,42980.0,2770.0,65482.0,207.0
24276,TX,78611,360.0,2780.0,4070.0,13490.0,1380.0,19698.0,75.0
24277,TX,78612,510.0,2810.0,4620.0,14780.0,650.0,9827.0,80.0
24278,TX,78613,1650.0,12520.0,25020.0,81880.0,9840.0,162828.0,306.0
24279,TX,78614,30.0,160.0,150.0,500.0,70.0,0.0,0.0
24280,TX,78615,70.0,360.0,510.0,1590.0,110.0,1348.0,8.0
24281,TX,78616,360.0,2010.0,2880.0,9900.0,180.0,2823.0,55.0
24282,TX,78617,770.0,4580.0,7790.0,23610.0,260.0,7269.0,168.0
24283,TX,78618,20.0,90.0,50.0,270.0,40.0,0.0,0.0
24284,TX,78619,150.0,1210.0,1250.0,5700.0,1020.0,32968.0,12.0
24285,TX,78620,530.0,4430.0,5070.0,21010.0,3160.0,90811.0,48.0
24286,TX,78621,1110.0,4710.0,8260.0,24580.0,1090.0,20472.0,155.0
24287,TX,78623,50.0,440.0,570.0,1800.0,470.0,3355.0,5.0
24288,TX,78624,690.0,7400.0,5890.0,21890.0,3570.0,63619.0,106.0
24289,TX,78626,780.0,6520.0,12580.0,35950.0,2370.0,49056.0,222.0
24290,TX,78628,880.0,7820.0,11320.0,39850.0,5600.0,128381.0,122.0
24291,TX,78629,360.0,2740.0,3850.0,11330.0,820.0,9700.0,91.0
24292,TX,78631,80.0,770.0,800.0,2740.0,300.0,3047.0,15.0
24293,TX,78632,30.0,220.0,280.0,880.0,140.0,832.0,5.0
24294,TX,78633,780.0,7140.0,7000.0,27560.0,7590.0,103002.0,44.0
24295,TX,78634,690.0,5540.0,13400.0,37730.0,1680.0,48963.0,213.0
24296,TX,78636,120.0,1010.0,1140.0,3790.0,450.0,7686.0,14.0
24297,TX,78638,50.0,500.0,740.0,2120.0,260.0,1633.0,12.0
24298,TX,78639,240.0,1600.0,2180.0,7010.0,710.0,10816.0,42.0
24299,TX,78640,1350.0,9530.0,22210.0,60750.0,2110.0,45007.0,363.0
24300,TX,78641,1420.0,12800.0,24650.0,81840.0,7520.0,195300.0,315.0
24301,TX,78642,420.0,3540.0,6070.0,21250.0,1660.0,50886.0,70.0
24302,TX,78643,180.0,1620.0,1820.0,5830.0,730.0,8286.0,31.0
24303,TX,78644,500.0,3510.0,6280.0,17770.0,840.0,9702.0,124.0
24304,TX,78645,380.0,2850.0,4090.0,13710.0,1890.0,36591.0,50.0
24305,TX,78648,170.0,1580.0,2490.0,6960.0,390.0,4058.0,40.0
24306,TX,78650,50.0,350.0,490.0,1540.0,120.0,1088.0,9.0
24307,TX,78652,160.0,1120.0,1800.0,5670.0,620.0,10344.0,27.0
24308,TX,78653,780.0,5300.0,10560.0,29810.0,970.0,38128.0,180.0
24309,TX,78654,640.0,4110.0,5460.0,18110.0,1820.0,38444.0,114.0
24310,TX,78655,70.0,530.0,890.0,2680.0,170.0,2225.0,16.0
24311,TX,78656,60.0,410.0,830.0,2260.0,50.0,421.0,18.0
24312,TX,78657,240.0,1840.0,1650.0,6160.0,1330.0,33874.0,31.0
24313,TX,78659,90.0,730.0,1130.0,3440.0,230.0,3689.0,16.0
24314,TX,78660,2300.0,16680.0,36510.0,102560.0,6680.0,136952.0,552.0
24315,TX,78662,70.0,500.0,770.0,2410.0,220.0,1857.0,12.0
24316,TX,78663,20.0,220.0,180.0,730.0,120.0,2810.0,0.0
24317,TX,78664,1290.0,9400.0,20730.0,54700.0,3600.0,60191.0,349.0
24318,TX,78665,1090.0,8810.0,19080.0,58140.0,4750.0,109684.0,261.0
24319,TX,78666,1350.0,10120.0,24830.0,53690.0,3340.0,48934.0,374.0
24320,TX,78669,370.0,2740.0,2900.0,11820.0,1840.0,71241.0,31.0
24321,TX,78671,0.0,240.0,210.0,690.0,90.0,778.0,0.0
24322,TX,78672,20.0,170.0,230.0,720.0,70.0,0.0,0.0
24323,TX,78676,460.0,3360.0,3720.0,14050.0,2310.0,41747.0,44.0
24324,TX,78681,1180.0,8400.0,15940.0,54590.0,6750.0,105607.0,195.0
24325,TX,78701,220.0,2900.0,3210.0,8210.0,2690.0,101479.0,16.0
24326,TX,78702,470.0,4410.0,9610.0,20740.0,3030.0,45641.0,104.0
24327,TX,78703,550.0,5770.0,4870.0,18580.0,5740.0,265233.0,26.0
24328,TX,78704,1020.0,9700.0,16550.0,38520.0,7960.0,150364.0,148.0
24329,TX,78705,230.0,1460.0,4740.0,6840.0,1390.0,14948.0,25.0
24330,TX,78717,680.0,5480.0,10010.0,35220.0,5060.0,75772.0,104.0
24331,TX,78719,50.0,390.0,590.0,1850.0,30.0,0.0,9.0
24332,TX,78721,240.0,1810.0,4160.0,9590.0,760.0,11644.0,67.0
24333,TX,78722,110.0,1080.0,2280.0,5240.0,930.0,10636.0,21.0
24334,TX,78723,670.0,5230.0,10830.0,27590.0,3290.0,52717.0,144.0
24335,TX,78724,800.0,4730.0,8300.0,24300.0,500.0,10738.0,149.0
24336,TX,78725,280.0,1880.0,4120.0,10330.0,350.0,7381.0,78.0
24337,TX,78726,300.0,2240.0,4650.0,13860.0,1980.0,31016.0,59.0
24338,TX,78727,730.0,4930.0,10440.0,26690.0,3880.0,38795.0,134.0
24339,TX,78728,510.0,3770.0,9460.0,22000.0,1840.0,18219.0,151.0
24340,TX,78729,660.0,4380.0,11270.0,26900.0,3090.0,31319.0,156.0
24341,TX,78730,230.0,2110.0,2250.0,9090.0,2160.0,60960.0,19.0
24342,TX,78731,760.0,6400.0,6610.0,24550.0,6650.0,210916.0,60.0
24343,TX,78732,390.0,3370.0,3630.0,18070.0,3200.0,89485.0,24.0
24344,TX,78733,220.0,2020.0,1700.0,9240.0,2020.0,71609.0,13.0
24345,TX,78734,680.0,5540.0,5460.0,21730.0,4300.0,116237.0,48.0
24346,TX,78735,500.0,4320.0,5510.0,17910.0,3920.0,117855.0,45.0
24347,TX,78736,220.0,1620.0,2750.0,8410.0,1310.0,19641.0,35.0
24348,TX,78737,490.0,4150.0,4530.0,21250.0,3810.0,96055.0,32.0
24349,TX,78738,600.0,6400.0,5760.0,28940.0,5960.0,190814.0,35.0
24350,TX,78739,460.0,3440.0,4250.0,21620.0,4120.0,84094.0,26.0
24351,TX,78741,990.0,6630.0,17900.0,34220.0,2290.0,25249.0,210.0
24352,TX,78742,30.0,170.0,240.0,730.0,0.0,0.0,2.0
24353,TX,78744,1240.0,8120.0,17500.0,43390.0,1290.0,22636.0,311.0
24354,TX,78745,1260.0,9510.0,21830.0,49440.0,5070.0,55794.0,301.0
24355,TX,78746,800.0,7690.0,5060.0,27450.0,7620.0,406334.0,40.0
24356,TX,78747,540.0,3630.0,7730.0,20190.0,1200.0,20748.0,129.0
24357,TX,78748,1170.0,7840.0,19160.0,47780.0,4400.0,66604.0,254.0
24358,TX,78749,740.0,5670.0,10840.0,32550.0,5190.0,67314.0,117.0
24359,TX,78750,710.0,4830.0,8050.0,26780.0,4910.0,68448.0,89.0
24360,TX,78751,320.0,2190.0,5710.0,11400.0,2300.0,30655.0,48.0
24361,TX,78752,450.0,2900.0,6360.0,14010.0,1000.0,9416.0,81.0
24362,TX,78753,1540.0,9990.0,16950.0,44810.0,1980.0,23098.0,292.0
24363,TX,78754,720.0,4820.0,9480.0,24170.0,1420.0,24182.0,160.0
24364,TX,78756,200.0,1530.0,2610.0,7150.0,1680.0,33450.0,24.0
24365,TX,78757,560.0,4180.0,7200.0,21130.0,4060.0,62342.0,68.0
24366,TX,78758,1200.0,7760.0,16450.0,37620.0,3400.0,28410.0,208.0
24367,TX,78759,1080.0,7350.0,13090.0,37770.0,7660.0,102267.0,141.0
24368,TX,78801,450.0,4510.0,6430.0,17920.0,570.0,11217.0,121.0
24369,TX,78827,30.0,210.0,340.0,990.0,0.0,0.0,7.0
24370,TX,78828,0.0,80.0,40.0,220.0,0.0,0.0,0.0
24371,TX,78829,0.0,340.0,300.0,880.0,0.0,0.0,6.0
24372,TX,78830,0.0,130.0,170.0,520.0,0.0,0.0,0.0
24373,TX,78833,20.0,310.0,350.0,1170.0,70.0,0.0,0.0
24374,TX,78834,160.0,1620.0,2480.0,6870.0,110.0,3422.0,50.0
24375,TX,78838,0.0,170.0,120.0,470.0,60.0,1312.0,0.0
24376,TX,78839,140.0,1900.0,2550.0,7150.0,60.0,2095.0,61.0
24377,TX,78840,770.0,9450.0,16200.0,44430.0,1120.0,15336.0,442.0
24378,TX,78850,40.0,330.0,360.0,1170.0,120.0,1139.0,5.0
24379,TX,78852,2010.0,9860.0,18400.0,51120.0,370.0,17603.0,290.0
24380,TX,78861,210.0,2780.0,3700.0,10760.0,700.0,11842.0,83.0
24381,TX,78870,0.0,210.0,240.0,800.0,40.0,0.0,0.0
24382,TX,78873,30.0,430.0,460.0,1560.0,180.0,1720.0,4.0
24383,TX,78877,30.0,160.0,270.0,780.0,0.0,0.0,4.0
24384,TX,78879,0.0,70.0,60.0,250.0,30.0,0.0,0.0
24385,TX,78880,40.0,440.0,370.0,1360.0,100.0,0.0,6.0
24386,TX,78881,60.0,420.0,620.0,1900.0,100.0,739.0,15.0
24387,TX,78883,0.0,80.0,70.0,280.0,30.0,0.0,0.0
24388,TX,78884,40.0,280.0,260.0,1080.0,130.0,1592.0,0.0
24389,TX,78886,0.0,140.0,150.0,490.0,0.0,0.0,0.0
24390,TX,78931,0.0,80.0,60.0,260.0,40.0,0.0,0.0
24391,TX,78932,20.0,280.0,200.0,780.0,160.0,1090.0,0.0
24392,TX,78933,50.0,420.0,350.0,1380.0,260.0,3106.0,7.0
24393,TX,78934,170.0,1780.0,1890.0,6310.0,740.0,9087.0,38.0
24394,TX,78935,30.0,250.0,290.0,950.0,80.0,1299.0,0.0
24395,TX,78938,0.0,90.0,100.0,320.0,20.0,0.0,0.0
24396,TX,78940,50.0,680.0,510.0,1890.0,430.0,2754.0,8.0
24397,TX,78941,90.0,900.0,810.0,2900.0,280.0,4034.0,16.0
24398,TX,78942,340.0,2550.0,2690.0,8680.0,630.0,8328.0,38.0
24399,TX,78943,0.0,90.0,120.0,360.0,0.0,0.0,0.0
24400,TX,78944,30.0,230.0,170.0,650.0,100.0,0.0,0.0
24401,TX,78945,250.0,2840.0,2850.0,9660.0,1750.0,14129.0,42.0
24402,TX,78946,30.0,260.0,310.0,980.0,120.0,688.0,3.0
24403,TX,78947,110.0,1060.0,1350.0,4490.0,360.0,4251.0,22.0
24404,TX,78948,0.0,240.0,240.0,780.0,80.0,823.0,4.0
24405,TX,78949,0.0,140.0,100.0,420.0,100.0,0.0,0.0
24406,TX,78950,60.0,600.0,500.0,1930.0,320.0,3949.0,6.0
24407,TX,78953,20.0,300.0,330.0,1080.0,160.0,712.0,4.0
24408,TX,78954,50.0,380.0,230.0,1020.0,350.0,4703.0,0.0
24409,TX,78956,120.0,1680.0,1470.0,4790.0,840.0,5397.0,39.0
24410,TX,78957,240.0,1850.0,2920.0,8620.0,710.0,7642.0,38.0
24411,TX,78959,60.0,490.0,610.0,1820.0,130.0,680.0,23.0
24412,TX,78962,140.0,1460.0,1330.0,4490.0,700.0,3873.0,31.0
24413,TX,78963,0.0,240.0,280.0,910.0,150.0,0.0,2.0
24414,TX,79001,0.0,80.0,60.0,240.0,0.0,0.0,0.0
24415,TX,79005,30.0,430.0,400.0,1420.0,70.0,1444.0,4.0
24416,TX,79007,300.0,2650.0,4140.0,11620.0,550.0,7645.0,58.0
24417,TX,79009,50.0,380.0,640.0,1950.0,0.0,0.0,24.0
24418,TX,79011,0.0,80.0,50.0,200.0,30.0,0.0,0.0
24419,TX,79012,0.0,200.0,200.0,820.0,70.0,1484.0,0.0
24420,TX,79013,230.0,960.0,950.0,2940.0,0.0,1006.0,11.0
24421,TX,79014,60.0,1050.0,900.0,3450.0,350.0,7073.0,11.0
24422,TX,79015,350.0,3940.0,6380.0,18750.0,1540.0,31234.0,91.0
24423,TX,79018,0.0,80.0,130.0,390.0,0.0,0.0,0.0
24424,TX,79019,20.0,410.0,490.0,1590.0,100.0,796.0,8.0
24425,TX,79022,340.0,2370.0,2620.0,8870.0,440.0,9832.0,57.0
24426,TX,79024,0.0,100.0,110.0,330.0,20.0,0.0,0.0
24427,TX,79027,160.0,940.0,1320.0,4110.0,150.0,3477.0,25.0
24428,TX,79029,760.0,3920.0,5110.0,15210.0,580.0,9559.0,90.0
24429,TX,79031,0.0,250.0,290.0,1040.0,40.0,0.0,6.0
24430,TX,79034,0.0,210.0,130.0,490.0,40.0,0.0,0.0
24431,TX,79035,120.0,980.0,1370.0,4530.0,170.0,2294.0,46.0
24432,TX,79036,80.0,980.0,1510.0,4200.0,310.0,1573.0,24.0
24433,TX,79039,0.0,180.0,180.0,720.0,40.0,733.0,0.0
24434,TX,79040,100.0,490.0,370.0,1670.0,120.0,2188.0,14.0
24435,TX,79041,70.0,540.0,780.0,2420.0,100.0,607.0,21.0
24436,TX,79042,40.0,280.0,290.0,1020.0,70.0,0.0,7.0
24437,TX,79043,30.0,260.0,300.0,1050.0,0.0,0.0,8.0
24438,TX,79044,60.0,240.0,150.0,720.0,0.0,0.0,0.0
24439,TX,79045,510.0,3490.0,5780.0,16870.0,620.0,9622.0,146.0
24440,TX,79046,0.0,130.0,110.0,380.0,30.0,0.0,0.0
24441,TX,79052,20.0,250.0,320.0,980.0,40.0,0.0,10.0
24442,TX,79057,30.0,220.0,280.0,910.0,40.0,0.0,4.0
24443,TX,79059,0.0,160.0,200.0,660.0,60.0,0.0,0.0
24444,TX,79061,0.0,90.0,80.0,270.0,0.0,0.0,0.0
24445,TX,79062,0.0,80.0,50.0,240.0,0.0,0.0,0.0
24446,TX,79063,30.0,240.0,170.0,750.0,80.0,0.0,0.0
24447,TX,79064,40.0,580.0,600.0,2150.0,80.0,874.0,10.0
24448,TX,79065,270.0,3220.0,5540.0,16190.0,920.0,10154.0,116.0
24449,TX,79068,60.0,640.0,860.0,2790.0,210.0,2494.0,13.0
24450,TX,79070,150.0,2900.0,2770.0,9360.0,470.0,9827.0,54.0
24451,TX,79072,390.0,4610.0,7280.0,20540.0,870.0,11896.0,221.0
24452,TX,79079,50.0,610.0,680.0,2140.0,100.0,1638.0,10.0
24453,TX,79080,0.0,90.0,160.0,420.0,0.0,0.0,0.0
24454,TX,79081,100.0,850.0,890.0,3280.0,180.0,2896.0,16.0
24455,TX,79082,0.0,100.0,60.0,310.0,0.0,0.0,0.0
24456,TX,79083,30.0,510.0,690.0,2090.0,130.0,1154.0,11.0
24457,TX,79084,140.0,580.0,560.0,2190.0,90.0,1184.0,12.0
24458,TX,79086,90.0,480.0,530.0,1850.0,80.0,1086.0,10.0
24459,TX,79087,0.0,190.0,170.0,680.0,0.0,0.0,0.0
24460,TX,79088,70.0,920.0,1430.0,4250.0,200.0,1735.0,27.0
24461,TX,79092,0.0,320.0,330.0,1150.0,90.0,921.0,7.0
24462,TX,79095,40.0,640.0,590.0,2180.0,130.0,1518.0,12.0
24463,TX,79096,70.0,640.0,510.0,1940.0,130.0,2560.0,7.0
24464,TX,79097,20.0,250.0,330.0,1080.0,70.0,0.0,6.0
24465,TX,79098,0.0,130.0,100.0,370.0,0.0,0.0,0.0
24466,TX,79101,60.0,460.0,630.0,1690.0,200.0,3915.0,9.0
24467,TX,79102,150.0,1750.0,3280.0,7960.0,330.0,4468.0,78.0
24468,TX,79103,200.0,1830.0,3790.0,9560.0,190.0,1888.0,96.0
24469,TX,79104,160.0,1240.0,2330.0,5960.0,40.0,712.0,61.0
24470,TX,79106,460.0,4810.0,8980.0,22390.0,1320.0,21530.0,167.0
24471,TX,79107,690.0,6260.0,10450.0,27250.0,220.0,5022.0,249.0
24472,TX,79108,210.0,2260.0,4120.0,10930.0,400.0,4458.0,84.0
24473,TX,79109,750.0,8070.0,14300.0,37580.0,3010.0,57858.0,222.0
24474,TX,79110,260.0,3010.0,6740.0,16350.0,600.0,6872.0,141.0
24475,TX,79111,0.0,160.0,480.0,1240.0,0.0,0.0,11.0
24476,TX,79118,410.0,4650.0,8820.0,24500.0,1070.0,23364.0,153.0
24477,TX,79119,330.0,4440.0,6160.0,19540.0,2090.0,61458.0,66.0
24478,TX,79121,140.0,1450.0,1730.0,5840.0,810.0,15147.0,20.0
24479,TX,79124,170.0,2320.0,2870.0,10070.0,1140.0,28585.0,37.0
24480,TX,79201,120.0,1110.0,1650.0,4780.0,320.0,3456.0,30.0
24481,TX,79225,30.0,220.0,250.0,800.0,30.0,0.0,5.0
24482,TX,79226,70.0,670.0,780.0,2330.0,120.0,1279.0,22.0
24483,TX,79227,30.0,280.0,290.0,930.0,50.0,0.0,6.0
24484,TX,79229,0.0,80.0,70.0,280.0,0.0,0.0,0.0
24485,TX,79235,90.0,740.0,920.0,2980.0,160.0,1848.0,14.0
24486,TX,79237,0.0,110.0,110.0,360.0,0.0,0.0,0.0
24487,TX,79241,50.0,410.0,570.0,1900.0,100.0,0.0,17.0
24488,TX,79244,0.0,190.0,150.0,590.0,20.0,0.0,0.0
24489,TX,79245,80.0,410.0,580.0,1790.0,70.0,0.0,9.0
24490,TX,79248,40.0,260.0,300.0,1150.0,50.0,0.0,11.0
24491,TX,79250,30.0,270.0,340.0,1240.0,50.0,0.0,12.0
24492,TX,79252,80.0,600.0,840.0,2420.0,100.0,1557.0,14.0
24493,TX,79255,0.0,110.0,90.0,400.0,0.0,0.0,0.0
24494,TX,79256,0.0,60.0,60.0,200.0,0.0,0.0,0.0
24495,TX,79257,60.0,250.0,210.0,840.0,40.0,0.0,0.0
24496,TX,79261,0.0,130.0,90.0,350.0,0.0,0.0,0.0
24497,TX,79311,60.0,640.0,950.0,3080.0,130.0,2176.0,28.0
24498,TX,79312,0.0,220.0,220.0,740.0,0.0,0.0,0.0
24499,TX,79313,20.0,260.0,410.0,1260.0,40.0,814.0,8.0
24500,TX,79316,310.0,2380.0,2830.0,8830.0,330.0,4574.0,48.0
24501,TX,79322,60.0,340.0,510.0,1520.0,60.0,966.0,17.0
24502,TX,79323,250.0,1940.0,2090.0,6960.0,190.0,3391.0,28.0
24503,TX,79325,50.0,500.0,540.0,1920.0,120.0,1214.0,13.0
24504,TX,79329,80.0,730.0,960.0,3240.0,180.0,3621.0,20.0
24505,TX,79331,160.0,2790.0,2980.0,9270.0,390.0,8271.0,30.0
24506,TX,79336,220.0,3130.0,4890.0,14200.0,750.0,9742.0,86.0
24507,TX,79339,80.0,1270.0,2000.0,5770.0,200.0,1932.0,44.0
24508,TX,79342,0.0,90.0,90.0,360.0,0.0,0.0,0.0
24509,TX,79343,30.0,230.0,440.0,1230.0,30.0,0.0,9.0
24510,TX,79345,30.0,230.0,250.0,840.0,20.0,0.0,3.0
24511,TX,79346,40.0,330.0,560.0,1970.0,50.0,0.0,10.0
24512,TX,79347,100.0,1440.0,1740.0,5980.0,210.0,3331.0,43.0
24513,TX,79350,0.0,140.0,280.0,780.0,0.0,0.0,6.0
24514,TX,79351,30.0,330.0,320.0,1130.0,30.0,0.0,6.0
24515,TX,79355,80.0,500.0,500.0,1850.0,60.0,2094.0,4.0
24516,TX,79356,70.0,860.0,1220.0,3690.0,170.0,3139.0,22.0
24517,TX,79357,40.0,310.0,640.0,1850.0,40.0,0.0,12.0
24518,TX,79358,40.0,320.0,380.0,1270.0,80.0,1716.0,6.0
24519,TX,79359,170.0,840.0,730.0,2740.0,50.0,949.0,20.0
24520,TX,79360,290.0,4990.0,3720.0,16860.0,400.0,11066.0,44.0
24521,TX,79363,90.0,1240.0,1840.0,6080.0,330.0,7424.0,36.0
24522,TX,79364,120.0,1520.0,2390.0,6820.0,290.0,3414.0,60.0
24523,TX,79366,30.0,310.0,290.0,1120.0,170.0,2547.0,0.0
24524,TX,79367,0.0,120.0,220.0,700.0,0.0,0.0,4.0
24525,TX,79370,0.0,310.0,360.0,1200.0,60.0,0.0,8.0
24526,TX,79371,0.0,270.0,360.0,1240.0,60.0,0.0,4.0
24527,TX,79372,20.0,260.0,470.0,1500.0,40.0,0.0,10.0
24528,TX,79373,50.0,630.0,870.0,2840.0,130.0,2068.0,15.0
24529,TX,79377,0.0,80.0,70.0,310.0,0.0,0.0,0.0
24530,TX,79379,0.0,140.0,170.0,560.0,0.0,0.0,6.0
24531,TX,79381,30.0,300.0,380.0,1400.0,60.0,2255.0,6.0
24532,TX,79382,150.0,1650.0,2640.0,8330.0,510.0,12795.0,45.0
24533,TX,79401,70.0,600.0,2040.0,3020.0,130.0,1477.0,20.0
24534,TX,79403,250.0,2500.0,5310.0,12970.0,210.0,4298.0,136.0
24535,TX,79404,170.0,1670.0,3220.0,8060.0,90.0,1450.0,76.0
24536,TX,79407,380.0,3850.0,7640.0,18550.0,1210.0,31130.0,140.0
24537,TX,79410,120.0,1180.0,2410.0,5710.0,440.0,6064.0,44.0
24538,TX,79411,90.0,990.0,2290.0,5210.0,90.0,962.0,57.0
24539,TX,79412,230.0,2400.0,5080.0,12210.0,230.0,2590.0,120.0
24540,TX,79413,370.0,3680.0,6870.0,17840.0,1280.0,15428.0,134.0
24541,TX,79414,290.0,2640.0,6280.0,13980.0,490.0,4122.0,123.0
24542,TX,79415,280.0,2520.0,5660.0,12400.0,260.0,3530.0,116.0
24543,TX,79416,530.0,5350.0,11440.0,28060.0,1760.0,32378.0,203.0
24544,TX,79423,790.0,8150.0,13830.0,39550.0,2830.0,59238.0,218.0
24545,TX,79424,1060.0,11280.0,15280.0,49370.0,5230.0,126540.0,195.0
24546,TX,79501,60.0,720.0,1060.0,3070.0,120.0,1695.0,25.0
24547,TX,79502,20.0,340.0,290.0,1010.0,80.0,0.0,5.0
24548,TX,79504,40.0,650.0,840.0,2560.0,190.0,2138.0,16.0
24549,TX,79506,0.0,180.0,190.0,600.0,40.0,0.0,0.0
24550,TX,79508,30.0,320.0,400.0,1260.0,100.0,3349.0,9.0
24551,TX,79510,90.0,1750.0,2610.0,7320.0,380.0,5381.0,52.0
24552,TX,79511,20.0,330.0,390.0,1410.0,90.0,807.0,3.0
24553,TX,79512,130.0,1220.0,1620.0,4960.0,280.0,2418.0,23.0
24554,TX,79520,40.0,570.0,670.0,1930.0,80.0,0.0,14.0
24555,TX,79521,40.0,910.0,960.0,2730.0,230.0,1719.0,20.0
24556,TX,79525,60.0,690.0,960.0,2920.0,120.0,1023.0,19.0
24557,TX,79526,0.0,250.0,270.0,890.0,70.0,0.0,0.0
24558,TX,79527,0.0,130.0,120.0,450.0,40.0,0.0,0.0
24559,TX,79528,0.0,140.0,160.0,530.0,20.0,0.0,0.0
24560,TX,79529,30.0,300.0,360.0,1160.0,60.0,0.0,5.0
24561,TX,79530,0.0,130.0,180.0,520.0,30.0,0.0,0.0
24562,TX,79532,0.0,180.0,230.0,660.0,30.0,0.0,0.0
24563,TX,79533,0.0,110.0,150.0,530.0,0.0,0.0,0.0
24564,TX,79536,80.0,980.0,1570.0,4480.0,240.0,2443.0,32.0
24565,TX,79538,0.0,70.0,70.0,210.0,0.0,0.0,0.0
24566,TX,79541,0.0,240.0,270.0,910.0,60.0,934.0,0.0
24567,TX,79543,20.0,210.0,280.0,980.0,50.0,0.0,5.0
24568,TX,79544,0.0,110.0,110.0,350.0,0.0,0.0,0.0
24569,TX,79545,50.0,480.0,530.0,1750.0,100.0,1237.0,8.0
24570,TX,79546,0.0,400.0,450.0,1430.0,80.0,752.0,7.0
24571,TX,79547,0.0,180.0,190.0,590.0,40.0,0.0,0.0
24572,TX,79549,190.0,2940.0,3960.0,12060.0,700.0,9492.0,49.0
24573,TX,79553,60.0,720.0,950.0,2780.0,200.0,1737.0,19.0
24574,TX,79556,180.0,2740.0,3900.0,10890.0,560.0,7588.0,74.0
24575,TX,79561,0.0,120.0,200.0,550.0,0.0,0.0,4.0
24576,TX,79562,80.0,1130.0,1470.0,5320.0,450.0,9219.0,23.0
24577,TX,79563,0.0,250.0,440.0,1060.0,40.0,0.0,10.0
24578,TX,79565,0.0,70.0,110.0,340.0,0.0,0.0,0.0
24579,TX,79566,0.0,60.0,70.0,220.0,0.0,0.0,0.0
24580,TX,79567,50.0,720.0,950.0,2810.0,170.0,869.0,20.0
24581,TX,79601,250.0,3420.0,5820.0,14560.0,1010.0,13613.0,114.0
24582,TX,79602,330.0,4890.0,7620.0,22210.0,1760.0,35761.0,163.0
24583,TX,79603,310.0,4740.0,8300.0,20520.0,570.0,3759.0,215.0
24584,TX,79605,420.0,5840.0,10170.0,25610.0,1590.0,23890.0,262.0
24585,TX,79606,370.0,5270.0,8910.0,24440.0,2380.0,36973.0,247.0
24586,TX,79607,0.0,190.0,910.0,2400.0,70.0,0.0,88.0
24587,TX,79701,990.0,7740.0,9980.0,27890.0,1010.0,43489.0,124.0
24588,TX,79703,530.0,4810.0,7650.0,19910.0,680.0,12686.0,92.0
24589,TX,79705,1160.0,10310.0,12970.0,41070.0,3680.0,142480.0,114.0
24590,TX,79706,880.0,7390.0,9210.0,29010.0,1160.0,39414.0,89.0
24591,TX,79707,800.0,8620.0,10010.0,33600.0,4030.0,132246.0,77.0
24592,TX,79713,0.0,210.0,120.0,630.0,40.0,1397.0,0.0
24593,TX,79714,430.0,4380.0,5630.0,17520.0,640.0,17412.0,49.0
24594,TX,79718,40.0,140.0,150.0,580.0,0.0,0.0,0.0
24595,TX,79720,430.0,5270.0,8600.0,24190.0,1030.0,19584.0,129.0
24596,TX,79731,180.0,1130.0,1440.0,4460.0,130.0,1802.0,13.0
24597,TX,79734,50.0,540.0,470.0,1700.0,250.0,2508.0,5.0
24598,TX,79735,460.0,2550.0,3880.0,10930.0,330.0,6245.0,45.0
24599,TX,79738,0.0,80.0,90.0,330.0,0.0,0.0,0.0
24600,TX,79739,30.0,360.0,230.0,1060.0,130.0,1395.0,0.0
24601,TX,79741,0.0,100.0,130.0,380.0,0.0,0.0,0.0
24602,TX,79745,400.0,1410.0,2120.0,6240.0,150.0,2277.0,25.0
24603,TX,79749,0.0,70.0,90.0,270.0,0.0,0.0,0.0
24604,TX,79752,80.0,510.0,680.0,2090.0,40.0,878.0,8.0
24605,TX,79756,350.0,2520.0,3320.0,9720.0,400.0,4784.0,28.0
24606,TX,79758,70.0,760.0,960.0,3120.0,120.0,3525.0,9.0
24607,TX,79761,960.0,7490.0,10470.0,27430.0,830.0,18856.0,139.0
24608,TX,79762,1050.0,9200.0,13550.0,35870.0,1660.0,44555.0,142.0
24609,TX,79763,1290.0,9790.0,13060.0,36530.0,460.0,12245.0,167.0
24610,TX,79764,770.0,6540.0,8390.0,24360.0,400.0,12713.0,102.0
24611,TX,79765,400.0,4540.0,6570.0,20180.0,1090.0,55298.0,48.0
24612,TX,79766,340.0,2430.0,2990.0,9240.0,70.0,5489.0,39.0
24613,TX,79772,990.0,2550.0,3760.0,10700.0,200.0,11943.0,57.0
24614,TX,79782,120.0,1130.0,1420.0,4510.0,220.0,7337.0,16.0
24615,TX,79821,160.0,990.0,1870.0,4910.0,70.0,1683.0,52.0
24616,TX,79830,120.0,1220.0,1840.0,4960.0,390.0,4245.0,21.0
24617,TX,79835,400.0,2610.0,4480.0,11580.0,140.0,4011.0,121.0
24618,TX,79836,290.0,1880.0,2450.0,7060.0,80.0,1862.0,56.0
24619,TX,79839,50.0,480.0,490.0,1460.0,0.0,0.0,4.0
24620,TX,79843,50.0,760.0,750.0,2200.0,160.0,867.0,22.0
24621,TX,79849,470.0,3630.0,4750.0,13000.0,40.0,1656.0,104.0
