,state,zip,returnsCount,returnsSingleCount,returnsJointCount,returnsHOHCount,totalIncome,standardDeductionReturnsCount,childDeductionCount
1,AL,35004,200.0,2440.0,3740.0,10360.0,580.0,10517.0,67.0
2,AL,35005,120.0,1670.0,2470.0,6060.0,150.0,5134.0,65.0
3,AL,35006,30.0,800.0,900.0,2520.0,110.0,1356.0,18.0
4,AL,35007,640.0,5610.0,8170.0,25020.0,1640.0,31608.0,154.0
5,AL,35010,230.0,3920.0,5510.0,15680.0,820.0,22764.0,123.0
6,AL,35014,60.0,990.0,1190.0,3160.0,150.0,3188.0,37.0
7,AL,35016,250.0,4180.0,5180.0,14670.0,840.0,12855.0,136.0
8,AL,35019,30.0,610.0,690.0,1990.0,60.0,1079.0,16.0
9,AL,35020,470.0,5460.0,7100.0,17600.0,190.0,7496.0,163.0
10,AL,35022,480.0,5600.0,7140.0,19470.0,1170.0,45531.0,136.0
11,AL,35023,410.0,5890.0,7460.0,19960.0,860.0,16691.0,162.0
12,AL,35031,110.0,1830.0,2200.0,6380.0,210.0,2789.0,62.0
13,AL,35033,40.0,880.0,1040.0,2970.0,150.0,2869.0,18.0
14,AL,35034,70.0,690.0,970.0,2800.0,70.0,1892.0,24.0
15,AL,35035,30.0,330.0,400.0,1140.0,40.0,1821.0,10.0
16,AL,35040,310.0,3710.0,6130.0,17020.0,600.0,17810.0,128.0
17,AL,35042,110.0,1250.0,1610.0,4890.0,150.0,3085.0,41.0
18,AL,35043,200.0,2930.0,3710.0,13040.0,1130.0,34806.0,40.0
19,AL,35044,100.0,1880.0,2310.0,6130.0,230.0,5592.0,59.0
20,AL,35045,260.0,3400.0,4080.0,11940.0,490.0,9132.0,94.0
21,AL,35046,120.0,1500.0,1530.0,4710.0,250.0,4470.0,34.0
22,AL,35049,80.0,970.0,1180.0,3420.0,130.0,1940.0,29.0
23,AL,35051,140.0,1820.0,2340.0,7150.0,500.0,12672.0,42.0
24,AL,35053,30.0,750.0,740.0,2350.0,230.0,4867.0,15.0
25,AL,35054,70.0,1080.0,1110.0,3740.0,410.0,8319.0,22.0
26,AL,35055,240.0,4690.0,5860.0,16570.0,1090.0,17867.0,119.0
27,AL,35057,160.0,3340.0,3990.0,11630.0,590.0,11454.0,102.0
28,AL,35058,110.0,2570.0,3020.0,8860.0,510.0,7205.0,75.0
29,AL,35061,30.0,320.0,450.0,1090.0,0.0,824.0,12.0
30,AL,35062,90.0,1880.0,2390.0,7110.0,310.0,6005.0,45.0
31,AL,35063,30.0,670.0,960.0,2640.0,70.0,576.0,20.0
32,AL,35064,230.0,2280.0,3080.0,7380.0,160.0,7692.0,85.0
33,AL,35068,140.0,2090.0,2930.0,7370.0,290.0,9993.0,54.0
34,AL,35071,230.0,4320.0,5120.0,15080.0,1180.0,25922.0,82.0
35,AL,35072,70.0,970.0,1330.0,3640.0,90.0,1670.0,39.0
36,AL,35073,30.0,510.0,710.0,1790.0,50.0,563.0,19.0
37,AL,35077,150.0,3070.0,4010.0,10810.0,420.0,5300.0,111.0
38,AL,35078,40.0,510.0,630.0,1800.0,110.0,1745.0,15.0
39,AL,35079,110.0,2160.0,2710.0,8030.0,290.0,5323.0,51.0
40,AL,35080,340.0,3910.0,5680.0,18580.0,1460.0,34127.0,78.0
41,AL,35083,40.0,780.0,910.0,2640.0,110.0,1044.0,25.0
42,AL,35085,170.0,1960.0,2480.0,7260.0,230.0,3800.0,67.0
43,AL,35087,20.0,520.0,650.0,1870.0,50.0,0.0,13.0
44,AL,35089,20.0,370.0,560.0,1470.0,20.0,0.0,16.0
45,AL,35091,40.0,750.0,960.0,3140.0,130.0,4366.0,14.0
46,AL,35094,230.0,3140.0,4430.0,12600.0,910.0,19582.0,95.0
47,AL,35096,100.0,1790.0,2720.0,7260.0,260.0,8676.0,57.0
48,AL,35097,20.0,430.0,540.0,1540.0,60.0,548.0,9.0
49,AL,35098,0.0,390.0,420.0,1190.0,50.0,0.0,10.0
50,AL,35111,300.0,4030.0,5130.0,14950.0,910.0,25082.0,80.0
51,AL,35114,130.0,1570.0,2130.0,7070.0,440.0,11625.0,34.0
52,AL,35115,290.0,2700.0,3880.0,10970.0,550.0,9134.0,78.0
53,AL,35116,80.0,1200.0,1440.0,4390.0,240.0,5393.0,23.0
54,AL,35117,80.0,1600.0,1850.0,5620.0,360.0,8807.0,23.0
55,AL,35118,50.0,720.0,960.0,2730.0,110.0,1209.0,21.0
56,AL,35120,270.0,3180.0,5020.0,14210.0,540.0,13864.0,102.0
57,AL,35121,180.0,3930.0,4240.0,12700.0,640.0,11330.0,83.0
58,AL,35124,610.0,5920.0,7240.0,23510.0,2580.0,60300.0,107.0
59,AL,35125,130.0,2250.0,3300.0,8980.0,320.0,6231.0,79.0
60,AL,35126,350.0,4640.0,6940.0,18740.0,910.0,22632.0,144.0
61,AL,35127,190.0,2400.0,3200.0,8230.0,370.0,16243.0,74.0
62,AL,35128,150.0,2360.0,2990.0,8730.0,690.0,12992.0,63.0
63,AL,35130,40.0,750.0,910.0,2440.0,70.0,799.0,24.0
64,AL,35131,40.0,840.0,1230.0,3240.0,70.0,1353.0,35.0
65,AL,35133,40.0,880.0,1210.0,3400.0,160.0,2102.0,27.0
66,AL,35135,30.0,420.0,580.0,1650.0,100.0,1713.0,14.0
67,AL,35136,0.0,380.0,460.0,1330.0,70.0,0.0,10.0
68,AL,35143,50.0,650.0,830.0,2500.0,200.0,3853.0,13.0
69,AL,35146,170.0,2580.0,3200.0,10450.0,720.0,14971.0,61.0
70,AL,35147,110.0,1100.0,1530.0,5020.0,380.0,10314.0,29.0
71,AL,35148,40.0,590.0,780.0,2150.0,60.0,1779.0,22.0
72,AL,35150,190.0,4130.0,5250.0,13810.0,510.0,9611.0,122.0
73,AL,35151,90.0,1810.0,2140.0,5900.0,270.0,4296.0,52.0
74,AL,35160,350.0,5230.0,7400.0,18900.0,650.0,14170.0,187.0
75,AL,35171,50.0,830.0,970.0,2960.0,100.0,2226.0,25.0
76,AL,35172,40.0,630.0,880.0,2400.0,60.0,1168.0,18.0
77,AL,35173,580.0,6720.0,8140.0,28960.0,2800.0,80539.0,109.0
78,AL,35175,90.0,1200.0,1500.0,4330.0,290.0,4173.0,34.0
79,AL,35176,0.0,200.0,270.0,710.0,30.0,0.0,7.0
80,AL,35178,60.0,780.0,1050.0,2950.0,140.0,3460.0,24.0
81,AL,35179,80.0,2380.0,2890.0,8160.0,390.0,5671.0,69.0
82,AL,35180,180.0,3210.0,4180.0,12040.0,550.0,9352.0,83.0
83,AL,35183,0.0,190.0,190.0,510.0,0.0,0.0,3.0
84,AL,35184,40.0,1200.0,1640.0,4600.0,130.0,1653.0,34.0
85,AL,35186,90.0,1110.0,1350.0,4510.0,380.0,9103.0,24.0
86,AL,35188,40.0,640.0,840.0,2490.0,90.0,1740.0,13.0
87,AL,35203,60.0,710.0,870.0,2220.0,320.0,13699.0,13.0
88,AL,35204,130.0,1860.0,2650.0,6200.0,70.0,2386.0,63.0
89,AL,35205,310.0,2920.0,5370.0,10560.0,1230.0,24031.0,73.0
90,AL,35206,240.0,3390.0,5010.0,11970.0,260.0,7871.0,112.0
91,AL,35207,120.0,1890.0,2560.0,6110.0,50.0,2325.0,61.0
92,AL,35208,270.0,3100.0,4410.0,10230.0,120.0,4898.0,108.0
93,AL,35209,480.0,5890.0,6840.0,22120.0,3280.0,110413.0,98.0
94,AL,35210,350.0,3250.0,4390.0,11780.0,1320.0,27464.0,76.0
95,AL,35211,440.0,5320.0,7790.0,17910.0,460.0,11355.0,171.0
96,AL,35212,150.0,2340.0,3420.0,8330.0,380.0,5755.0,70.0
97,AL,35213,280.0,4590.0,2870.0,13270.0,3980.0,155755.0,26.0
98,AL,35214,350.0,4510.0,6190.0,15000.0,430.0,14557.0,155.0
99,AL,35215,760.0,10660.0,15940.0,39040.0,720.0,28216.0,421.0
100,AL,35216,720.0,7860.0,9610.0,30860.0,4270.0,114898.0,167.0
101,AL,35217,210.0,2820.0,3870.0,9770.0,220.0,4462.0,99.0
102,AL,35218,90.0,1350.0,1970.0,4580.0,40.0,1710.0,51.0
103,AL,35221,100.0,890.0,1330.0,3070.0,30.0,1177.0,31.0
104,AL,35222,140.0,1880.0,2480.0,6560.0,1180.0,22868.0,30.0
105,AL,35223,290.0,3730.0,1860.0,11440.0,3390.0,174509.0,14.0
106,AL,35224,60.0,1130.0,1620.0,3900.0,70.0,1470.0,44.0
107,AL,35226,800.0,8210.0,9390.0,35620.0,5580.0,126600.0,118.0
108,AL,35228,200.0,2340.0,3240.0,7630.0,80.0,3691.0,86.0
109,AL,35233,20.0,360.0,650.0,1140.0,170.0,2972.0,4.0
110,AL,35234,70.0,930.0,1400.0,3250.0,30.0,1457.0,32.0
111,AL,35235,370.0,4480.0,7000.0,16920.0,660.0,18552.0,182.0
112,AL,35242,1170.0,13520.0,13750.0,51930.0,9230.0,304539.0,145.0
113,AL,35243,430.0,5500.0,5110.0,18740.0,4070.0,131310.0,49.0
114,AL,35244,770.0,8330.0,9790.0,34210.0,4790.0,136491.0,114.0
115,AL,35401,350.0,4410.0,7620.0,16690.0,780.0,15088.0,117.0
116,AL,35404,290.0,3520.0,6000.0,14120.0,660.0,12481.0,110.0
117,AL,35405,740.0,8560.0,13680.0,35090.0,1650.0,41935.0,280.0
118,AL,35406,240.0,4320.0,3660.0,14890.0,2670.0,88079.0,36.0
119,AL,35441,0.0,250.0,330.0,940.0,30.0,559.0,8.0
120,AL,35442,80.0,960.0,1370.0,3800.0,120.0,3444.0,42.0
121,AL,35443,60.0,300.0,480.0,1330.0,20.0,0.0,11.0
122,AL,35444,40.0,760.0,1210.0,3360.0,70.0,1844.0,20.0
123,AL,35446,20.0,420.0,600.0,1760.0,40.0,735.0,11.0
124,AL,35447,40.0,680.0,860.0,2460.0,60.0,1680.0,24.0
125,AL,35452,30.0,870.0,1130.0,3400.0,150.0,2255.0,19.0
126,AL,35453,230.0,2390.0,3510.0,9830.0,380.0,8050.0,64.0
127,AL,35456,70.0,970.0,1320.0,3660.0,140.0,2867.0,25.0
128,AL,35458,0.0,130.0,170.0,520.0,0.0,0.0,0.0
129,AL,35459,0.0,200.0,210.0,610.0,0.0,0.0,5.0
130,AL,35460,0.0,100.0,170.0,460.0,0.0,0.0,6.0
131,AL,35461,0.0,440.0,470.0,1380.0,70.0,1034.0,11.0
132,AL,35462,100.0,970.0,1300.0,3600.0,180.0,2778.0,33.0
133,AL,35463,30.0,400.0,570.0,1630.0,60.0,1677.0,7.0
134,AL,35464,0.0,80.0,120.0,340.0,0.0,0.0,0.0
135,AL,35466,60.0,1400.0,1510.0,4670.0,180.0,2853.0,40.0
136,AL,35469,0.0,90.0,90.0,250.0,0.0,0.0,0.0
137,AL,35470,70.0,970.0,1270.0,3330.0,170.0,3080.0,33.0
138,AL,35473,240.0,3390.0,4840.0,13930.0,1070.0,16694.0,74.0
139,AL,35474,110.0,1570.0,2220.0,6180.0,200.0,5465.0,55.0
140,AL,35475,260.0,3840.0,4620.0,15760.0,1210.0,30160.0,61.0
141,AL,35476,110.0,1730.0,2450.0,6490.0,270.0,4314.0,41.0
142,AL,35480,20.0,380.0,530.0,1550.0,60.0,1834.0,9.0
143,AL,35481,20.0,840.0,930.0,2550.0,100.0,784.0,23.0
144,AL,35490,60.0,850.0,1430.0,4030.0,100.0,2534.0,24.0
145,AL,35501,110.0,2200.0,2720.0,7170.0,290.0,4495.0,51.0
146,AL,35503,90.0,2110.0,2460.0,6890.0,300.0,5645.0,59.0
147,AL,35504,160.0,3370.0,3620.0,10800.0,750.0,14582.0,69.0
148,AL,35540,40.0,690.0,710.0,2010.0,70.0,701.0,30.0
149,AL,35541,40.0,900.0,880.0,2850.0,250.0,3753.0,27.0
150,AL,35542,0.0,330.0,260.0,960.0,30.0,0.0,9.0
151,AL,35543,0.0,230.0,280.0,820.0,0.0,0.0,9.0
152,AL,35544,0.0,140.0,160.0,470.0,0.0,0.0,6.0
153,AL,35546,40.0,1050.0,1050.0,3340.0,120.0,1666.0,25.0
154,AL,35548,20.0,360.0,410.0,1130.0,0.0,0.0,12.0
155,AL,35549,20.0,900.0,1010.0,2760.0,100.0,861.0,26.0
156,AL,35550,70.0,1110.0,1370.0,3770.0,110.0,1141.0,31.0
157,AL,35552,0.0,260.0,270.0,780.0,30.0,0.0,7.0
158,AL,35553,40.0,1050.0,1250.0,3480.0,130.0,2392.0,36.0
159,AL,35554,0.0,300.0,270.0,880.0,30.0,0.0,9.0
160,AL,35555,70.0,2590.0,2240.0,7460.0,350.0,4115.0,54.0
161,AL,35563,30.0,1020.0,1050.0,3220.0,160.0,2104.0,34.0
162,AL,35564,0.0,540.0,600.0,1720.0,40.0,0.0,22.0
163,AL,35565,110.0,3310.0,3510.0,9740.0,350.0,4388.0,103.0
164,AL,35570,80.0,2360.0,2880.0,8090.0,420.0,4589.0,81.0
165,AL,35571,0.0,230.0,240.0,710.0,0.0,0.0,9.0
166,AL,35572,0.0,260.0,260.0,740.0,40.0,0.0,9.0
167,AL,35574,0.0,400.0,370.0,1130.0,40.0,0.0,7.0
168,AL,35575,0.0,230.0,270.0,700.0,0.0,0.0,6.0
169,AL,35576,30.0,870.0,770.0,2430.0,100.0,1931.0,18.0
170,AL,35578,40.0,1170.0,1400.0,3840.0,90.0,688.0,32.0
171,AL,35579,70.0,760.0,810.0,2330.0,80.0,709.0,14.0
172,AL,35580,80.0,990.0,1030.0,3020.0,130.0,1085.0,18.0
173,AL,35581,50.0,1330.0,1500.0,4040.0,100.0,1543.0,38.0
174,AL,35582,40.0,1220.0,1190.0,3290.0,140.0,2342.0,32.0
175,AL,35585,0.0,460.0,430.0,1290.0,40.0,0.0,11.0
176,AL,35586,20.0,1070.0,1160.0,3320.0,150.0,1607.0,36.0
177,AL,35587,0.0,220.0,210.0,630.0,20.0,0.0,8.0
178,AL,35592,40.0,1290.0,1230.0,3590.0,140.0,1568.0,27.0
179,AL,35593,0.0,500.0,510.0,1390.0,30.0,0.0,10.0
180,AL,35594,60.0,1960.0,1920.0,6130.0,340.0,4643.0,48.0
181,AL,35601,600.0,7720.0,9610.0,26200.0,1430.0,32942.0,259.0
182,AL,35603,380.0,8150.0,9740.0,28070.0,2550.0,45852.0,212.0
183,AL,35610,0.0,530.0,510.0,1490.0,80.0,0.0,14.0
184,AL,35611,340.0,5550.0,7590.0,20390.0,1090.0,18023.0,202.0
185,AL,35613,310.0,5260.0,6790.0,21430.0,2010.0,39634.0,115.0
186,AL,35614,90.0,1660.0,2300.0,6320.0,280.0,2720.0,62.0
187,AL,35616,40.0,930.0,1020.0,2810.0,100.0,1164.0,27.0
188,AL,35618,0.0,550.0,550.0,1410.0,40.0,814.0,22.0
189,AL,35619,60.0,1390.0,1520.0,4330.0,200.0,2007.0,47.0
190,AL,35620,80.0,2190.0,2830.0,8170.0,380.0,4450.0,77.0
191,AL,35621,30.0,770.0,870.0,2590.0,110.0,1714.0,23.0
192,AL,35622,60.0,1640.0,2040.0,5730.0,210.0,2560.0,58.0
193,AL,35630,270.0,7790.0,9100.0,22380.0,1680.0,23072.0,207.0
194,AL,35633,170.0,6230.0,5960.0,17230.0,1120.0,13990.0,137.0
195,AL,35634,130.0,3470.0,2950.0,9250.0,910.0,17983.0,57.0
196,AL,35640,290.0,6260.0,7730.0,22620.0,1390.0,23432.0,151.0
197,AL,35643,30.0,880.0,940.0,2460.0,90.0,1657.0,30.0
198,AL,35645,110.0,4100.0,3890.0,11850.0,830.0,13585.0,72.0
199,AL,35646,70.0,1260.0,1300.0,3510.0,150.0,2442.0,36.0
200,AL,35647,0.0,250.0,330.0,990.0,30.0,0.0,10.0
201,AL,35648,30.0,1170.0,1080.0,3170.0,150.0,1102.0,20.0
202,AL,35650,120.0,3990.0,3880.0,11290.0,550.0,6108.0,110.0
203,AL,35651,0.0,340.0,290.0,900.0,40.0,0.0,7.0
204,AL,35652,60.0,2380.0,2400.0,6990.0,420.0,6385.0,51.0
205,AL,35653,150.0,3060.0,2980.0,9190.0,320.0,4729.0,82.0
206,AL,35654,100.0,2220.0,2260.0,6420.0,190.0,2360.0,66.0
207,AL,35660,110.0,2340.0,2800.0,7060.0,370.0,5451.0,82.0
208,AL,35661,210.0,5460.0,5460.0,15820.0,1100.0,21157.0,114.0
209,AL,35670,90.0,1740.0,2260.0,6660.0,370.0,5121.0,55.0
210,AL,35671,40.0,460.0,600.0,1990.0,80.0,2429.0,17.0
211,AL,35672,50.0,1750.0,1740.0,4830.0,200.0,2189.0,48.0
212,AL,35673,110.0,2060.0,2390.0,7350.0,330.0,4952.0,55.0
213,AL,35674,210.0,5640.0,5920.0,16290.0,920.0,14481.0,156.0
214,AL,35677,0.0,570.0,540.0,1500.0,60.0,0.0,14.0
215,AL,35739,70.0,1220.0,1690.0,4750.0,210.0,3569.0,33.0
216,AL,35740,40.0,640.0,960.0,2590.0,80.0,653.0,26.0
217,AL,35741,60.0,820.0,990.0,3130.0,490.0,11027.0,12.0
218,AL,35744,0.0,550.0,740.0,1970.0,50.0,724.0,23.0
219,AL,35746,0.0,200.0,240.0,680.0,0.0,0.0,7.0
220,AL,35747,70.0,1420.0,1780.0,5140.0,270.0,3348.0,37.0
221,AL,35748,120.0,1710.0,2170.0,7230.0,760.0,18315.0,46.0
222,AL,35749,440.0,5030.0,8800.0,25090.0,1850.0,40808.0,153.0
223,AL,35750,250.0,2800.0,4600.0,12520.0,580.0,7980.0,97.0
224,AL,35751,0.0,60.0,70.0,190.0,0.0,0.0,0.0
225,AL,35752,30.0,480.0,610.0,1600.0,60.0,840.0,13.0
226,AL,35754,130.0,1030.0,1450.0,5300.0,290.0,3345.0,29.0
227,AL,35755,0.0,140.0,180.0,520.0,40.0,0.0,0.0
228,AL,35756,320.0,3810.0,6740.0,21750.0,1990.0,49687.0,99.0
229,AL,35757,330.0,3190.0,5450.0,15830.0,1520.0,33787.0,80.0
230,AL,35758,830.0,7980.0,14010.0,44120.0,5700.0,108128.0,192.0
231,AL,35759,150.0,2090.0,3270.0,9600.0,640.0,16911.0,53.0
232,AL,35760,50.0,1080.0,1540.0,4230.0,200.0,2814.0,35.0
233,AL,35761,180.0,2590.0,4000.0,11460.0,630.0,13542.0,82.0
234,AL,35763,340.0,4210.0,5650.0,21320.0,2750.0,59692.0,69.0
235,AL,35764,0.0,120.0,180.0,440.0,0.0,0.0,0.0
236,AL,35765,40.0,850.0,1100.0,2920.0,90.0,847.0,30.0
237,AL,35768,110.0,2610.0,3400.0,9140.0,400.0,4307.0,85.0
238,AL,35769,110.0,2520.0,2860.0,8380.0,700.0,12755.0,54.0
239,AL,35771,30.0,890.0,1030.0,2880.0,80.0,1028.0,23.0
240,AL,35772,50.0,1050.0,1290.0,3660.0,120.0,1033.0,42.0
241,AL,35773,190.0,2580.0,4310.0,11790.0,640.0,11360.0,87.0
242,AL,35775,30.0,140.0,180.0,790.0,0.0,0.0,0.0
243,AL,35776,40.0,870.0,1080.0,2940.0,100.0,790.0,30.0
244,AL,35801,460.0,5380.0,5640.0,18540.0,3730.0,89936.0,77.0
245,AL,35802,540.0,5000.0,6910.0,20390.0,3570.0,65560.0,101.0
246,AL,35803,640.0,5270.0,8950.0,26670.0,3620.0,51824.0,150.0
247,AL,35805,370.0,3490.0,6200.0,15010.0,340.0,3555.0,109.0
248,AL,35806,450.0,4800.0,8540.0,21230.0,2640.0,47315.0,110.0
249,AL,35808,0.0,140.0,290.0,940.0,90.0,1417.0,3.0
250,AL,35810,510.0,6520.0,10450.0,24700.0,660.0,16376.0,259.0
251,AL,35811,470.0,5920.0,9230.0,25090.0,1970.0,35987.0,164.0
252,AL,35816,180.0,2480.0,4730.0,9450.0,270.0,4486.0,92.0
253,AL,35824,170.0,1750.0,3200.0,8210.0,890.0,27205.0,45.0
254,AL,35901,220.0,4820.0,5050.0,14430.0,910.0,24730.0,99.0
255,AL,35903,210.0,4520.0,5330.0,13930.0,530.0,9062.0,125.0
256,AL,35904,140.0,3080.0,3970.0,10370.0,360.0,4988.0,85.0
257,AL,35905,70.0,1660.0,1940.0,5530.0,310.0,4369.0,48.0
258,AL,35906,150.0,2620.0,3000.0,8770.0,600.0,10085.0,52.0
259,AL,35907,110.0,2490.0,2780.0,8250.0,590.0,9765.0,48.0
260,AL,35950,420.0,6060.0,6230.0,18830.0,620.0,9226.0,173.0
261,AL,35951,160.0,3610.0,3750.0,10990.0,360.0,5150.0,96.0
262,AL,35952,60.0,1800.0,2070.0,5930.0,160.0,1614.0,49.0
263,AL,35953,90.0,1790.0,2210.0,6220.0,310.0,4908.0,51.0
264,AL,35954,120.0,2990.0,3470.0,9370.0,300.0,3376.0,101.0
265,AL,35956,80.0,2570.0,2650.0,7330.0,260.0,2944.0,75.0
266,AL,35957,180.0,4600.0,4680.0,13150.0,460.0,6619.0,129.0
267,AL,35958,40.0,710.0,870.0,2520.0,80.0,924.0,27.0
268,AL,35959,60.0,1320.0,1270.0,3780.0,200.0,2311.0,35.0
269,AL,35960,80.0,2730.0,2640.0,7830.0,500.0,9111.0,65.0
270,AL,35961,40.0,1760.0,1670.0,4790.0,160.0,1499.0,52.0
271,AL,35962,80.0,2090.0,1990.0,5900.0,150.0,2284.0,57.0
272,AL,35963,0.0,470.0,480.0,1310.0,40.0,0.0,15.0
273,AL,35966,40.0,800.0,960.0,2800.0,80.0,740.0,37.0
274,AL,35967,160.0,4180.0,4570.0,13350.0,700.0,7695.0,120.0
275,AL,35968,60.0,1520.0,1500.0,4530.0,280.0,3236.0,38.0
276,AL,35971,30.0,1220.0,1320.0,3750.0,130.0,1600.0,34.0
277,AL,35972,0.0,320.0,340.0,1080.0,40.0,0.0,9.0
278,AL,35973,20.0,760.0,750.0,2170.0,70.0,713.0,22.0
279,AL,35974,0.0,550.0,550.0,1520.0,60.0,0.0,22.0
280,AL,35975,0.0,280.0,270.0,790.0,40.0,0.0,8.0
281,AL,35976,290.0,4260.0,4650.0,13900.0,1280.0,28259.0,90.0
282,AL,35978,40.0,1320.0,1530.0,4220.0,140.0,2834.0,46.0
283,AL,35979,0.0,320.0,400.0,1160.0,0.0,0.0,14.0
284,AL,35980,70.0,1240.0,1370.0,3990.0,110.0,1220.0,36.0
285,AL,35981,0.0,480.0,560.0,1620.0,50.0,0.0,20.0
286,AL,35983,30.0,1020.0,990.0,2930.0,160.0,1807.0,23.0
287,AL,35984,40.0,520.0,490.0,1530.0,170.0,2307.0,11.0
288,AL,35986,80.0,2200.0,2450.0,6930.0,320.0,4938.0,60.0
289,AL,35987,30.0,580.0,680.0,2070.0,60.0,1339.0,23.0
290,AL,35988,20.0,460.0,550.0,1530.0,30.0,0.0,15.0
291,AL,35989,40.0,860.0,910.0,2770.0,130.0,2056.0,25.0
292,AL,36003,60.0,410.0,530.0,1490.0,50.0,794.0,13.0
293,AL,36005,30.0,430.0,470.0,1350.0,50.0,503.0,16.0
294,AL,36006,30.0,300.0,390.0,1180.0,50.0,0.0,8.0
295,AL,36009,20.0,650.0,750.0,2100.0,80.0,895.0,15.0
296,AL,36010,130.0,1000.0,1480.0,3870.0,120.0,1517.0,39.0
297,AL,36013,0.0,80.0,120.0,430.0,40.0,1065.0,0.0
298,AL,36016,50.0,760.0,820.0,2290.0,90.0,1186.0,15.0
299,AL,36017,0.0,290.0,330.0,1020.0,0.0,0.0,9.0
300,AL,36020,20.0,270.0,390.0,1040.0,30.0,745.0,10.0
301,AL,36022,200.0,2700.0,4300.0,13020.0,730.0,14513.0,73.0
302,AL,36024,90.0,1550.0,1830.0,5320.0,410.0,7082.0,35.0
303,AL,36025,50.0,770.0,1270.0,3440.0,150.0,2426.0,20.0
304,AL,36026,0.0,250.0,250.0,820.0,70.0,1751.0,0.0
305,AL,36027,190.0,3950.0,4140.0,11980.0,680.0,9255.0,82.0
306,AL,36028,0.0,430.0,480.0,1420.0,60.0,0.0,11.0
307,AL,36029,0.0,230.0,250.0,730.0,60.0,1610.0,3.0
308,AL,36030,0.0,120.0,150.0,380.0,0.0,0.0,5.0
309,AL,36032,50.0,400.0,800.0,2190.0,50.0,531.0,21.0
310,AL,36033,20.0,920.0,1090.0,2920.0,100.0,1145.0,24.0
311,AL,36034,0.0,180.0,240.0,640.0,0.0,0.0,5.0
312,AL,36035,50.0,520.0,530.0,1620.0,80.0,0.0,16.0
313,AL,36036,40.0,400.0,530.0,1440.0,40.0,580.0,15.0
314,AL,36037,180.0,3100.0,3930.0,10850.0,420.0,9198.0,89.0
315,AL,36040,80.0,610.0,1110.0,2920.0,40.0,1491.0,36.0
316,AL,36041,20.0,300.0,470.0,1250.0,30.0,0.0,9.0
317,AL,36042,0.0,320.0,410.0,1190.0,30.0,0.0,13.0
318,AL,36043,90.0,820.0,1040.0,3060.0,200.0,3244.0,22.0
319,AL,36046,30.0,280.0,390.0,1100.0,50.0,0.0,10.0
320,AL,36047,30.0,270.0,420.0,1150.0,40.0,403.0,12.0
321,AL,36048,0.0,320.0,340.0,1000.0,30.0,0.0,9.0
322,AL,36049,80.0,1430.0,1590.0,4410.0,170.0,2782.0,30.0
323,AL,36051,50.0,460.0,720.0,1960.0,60.0,1525.0,14.0
324,AL,36052,20.0,270.0,200.0,790.0,110.0,1992.0,0.0
325,AL,36053,40.0,410.0,520.0,1380.0,40.0,603.0,23.0
326,AL,36054,270.0,2900.0,4970.0,13210.0,650.0,14094.0,94.0
327,AL,36064,250.0,2760.0,3270.0,12470.0,1160.0,44793.0,51.0
328,AL,36066,340.0,3910.0,6550.0,18750.0,1390.0,24549.0,121.0
329,AL,36067,490.0,5060.0,8240.0,23120.0,1290.0,23555.0,158.0
330,AL,36069,40.0,410.0,520.0,1420.0,100.0,710.0,12.0
331,AL,36071,0.0,210.0,220.0,590.0,0.0,0.0,4.0
332,AL,36075,50.0,470.0,590.0,1570.0,40.0,1751.0,22.0
333,AL,36078,170.0,3200.0,4120.0,11330.0,550.0,12005.0,96.0
334,AL,36079,230.0,2280.0,2740.0,7530.0,430.0,6348.0,62.0
335,AL,36080,50.0,570.0,650.0,2120.0,190.0,3634.0,15.0
336,AL,36081,330.0,3210.0,4060.0,10220.0,620.0,10323.0,91.0
337,AL,36083,250.0,1930.0,2280.0,5880.0,150.0,6140.0,65.0
338,AL,36088,50.0,570.0,730.0,1650.0,30.0,1187.0,17.0
339,AL,36089,180.0,1700.0,2090.0,5810.0,150.0,3490.0,75.0
340,AL,36091,90.0,870.0,1080.0,3130.0,90.0,2173.0,30.0
341,AL,36092,300.0,4330.0,6400.0,17420.0,890.0,15291.0,132.0
342,AL,36093,230.0,2540.0,3370.0,11180.0,1010.0,20545.0,53.0
343,AL,36104,120.0,1240.0,1900.0,4780.0,250.0,5243.0,28.0
344,AL,36105,240.0,2070.0,3160.0,8190.0,190.0,5475.0,60.0
345,AL,36106,320.0,3250.0,4140.0,11800.0,1320.0,31729.0,68.0
346,AL,36107,150.0,1370.0,2210.0,5740.0,110.0,1731.0,46.0
347,AL,36108,460.0,3560.0,5310.0,13620.0,250.0,5813.0,113.0
348,AL,36109,480.0,4690.0,7620.0,20130.0,1460.0,19700.0,151.0
349,AL,36110,190.0,2150.0,3470.0,8920.0,110.0,3922.0,73.0
350,AL,36111,280.0,2850.0,3840.0,11060.0,990.0,32312.0,88.0
351,AL,36113,0.0,70.0,260.0,760.0,90.0,0.0,11.0
352,AL,36115,0.0,40.0,230.0,670.0,0.0,0.0,19.0
353,AL,36116,860.0,8700.0,13730.0,35540.0,1210.0,37930.0,288.0
354,AL,36117,1030.0,10930.0,15070.0,42790.0,3810.0,105884.0,279.0
355,AL,36201,160.0,3140.0,5060.0,12180.0,240.0,4772.0,120.0
356,AL,36203,350.0,4440.0,6070.0,17000.0,930.0,18115.0,121.0
