,rankingNoteText,nonResponderText,nonResponder,act_avg,primaryPhoto,primaryPhotoThumb,sat_avg,enrollment,city,zip,acceptance_rate,rankingDisplayScore,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,urlName,rankingDisplayName,rankingDisplayRank,ranking,isPublic,businessRepScore,tuition,engineeringRepScore,displayName,schoolType,region,aliasNames,rankingType,overallRank,institutionalControl
284,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_17832.jpg,https://www.usnews.com/img/college-photo_17832_170x170mm.jpg,910,16281,Greensboro,27402,74,NA,NA,NA,NC,-1,3.8,unc-greensboro,National Universities,#231-#300,overall,TRUE,2.6,22410,NA,University of North Carolina--Greensboro,national-universities,NA,UNC University of North Carolina Greensboro,national-universities,-1,public
285,NA,NA,FALSE,19,https://www.usnews.com/img/college-photo_3260.jpg,https://www.usnews.com/img/college-photo_3260_170x170mm.jpg,930,9503,Greeley,80639,90,NA,NA,NA,CO,-1,3.3,university-of-northern-colorado,National Universities,#231-#300,overall,TRUE,2.3,20474,NA,University of Northern Colorado,national-universities,NA,NA,national-universities,-1,public
286,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_12166.jpg,https://www.usnews.com/img/college-photo_12166_170x170mm.jpg,980,31209,Denton,76203,72,NA,NA,NA,TX,-1,NA,unt,National Universities,#231-#300,overall,TRUE,2.4,23716,NA,University of North Texas,national-universities,NA,NA,national-universities,-1,public
287,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_26309.jpg,https://www.usnews.com/img/college-photo_26309_170x170mm.jpg,875,11761,Mobile,36688,80,NA,NA,NA,AL,-1,3.5,south-alabama,National Universities,#231-#300,overall,TRUE,2.1,19586,2.6,University of South Alabama,national-universities,NA,NA,national-universities,-1,public
288,NA,NA,FALSE,20,https://www.usnews.com/dims4/USNEWS/a2a27f9/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Ffd%2Fb7%2F4d2a28e845318a9fc02bfd35ef69%2F160727-university-of-southern-mississippi-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/4c8fd72/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Ffd%2Fb7%2F4d2a28e845318a9fc02bfd35ef69%2F160727-university-of-southern-mississippi-hero-stock.jpg,940,11779,Hattiesburg,39406,60,NA,NA,NA,MS,-1,3.3,university-of-southern-mississippi,National Universities,#231-#300,overall,TRUE,2.2,9854,NA,University of Southern Mississippi,national-universities,NA,NA,national-universities,-1,public
289,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_21936.jpg,https://www.usnews.com/img/college-photo_21936_170x170mm.jpg,950,32775,Arlington,76019,70,NA,NA,NA,TX,-1,NA,university-of-texas-arlington,National Universities,#231-#300,overall,TRUE,2.7,25152,2.4,University of Texas--Arlington,national-universities,NA,UT Arlington University of Texas Arlington,national-universities,-1,public
290,NA,NA,FALSE,17,https://www.usnews.com/img/college-photo_6429.jpg,https://www.usnews.com/img/college-photo_6429_170x170mm.jpg,810,20521,El Paso,79968,100,NA,NA,NA,TX,-1,3.2,utep,National Universities,#231-#300,overall,TRUE,2.3,21396,2.1,University of Texas--El Paso,national-universities,NA,UTEP University of Texas El Paso,national-universities,-1,public
291,NA,NA,FALSE,18,NA,NA,850,24433,Edinburg,78539,63,NA,NA,NA,TX,-1,NA,university-of-texas-rio-grande-valley,National Universities,#231-#300,overall,TRUE,NA,17230,2.1,University of Texas--Rio Grande Valley,national-universities,NA,NA,national-universities,-1,public
292,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_31070.jpg,https://www.usnews.com/img/college-photo_31070_170x170mm.jpg,920,24724,San Antonio,78249,76,NA,NA,NA,TX,-1,NA,utsa,National Universities,#231-#300,overall,TRUE,2.4,23379,2.1,University of Texas--San Antonio,national-universities,NA,University of Texas San Antonio,national-universities,-1,public
293,NA,NA,FALSE,19,https://www.usnews.com/img/college-photo_16472.jpg,https://www.usnews.com/img/college-photo_16472_170x170mm.jpg,860,3082,Williamsburg,40769,71,NA,NA,NA,KY,-1,3.5,university-of-the-cumberlands,National Universities,#231-#300,overall,TRUE,NA,23000,NA,University of the Cumberlands,national-universities,NA,NA,national-universities,-1,private
294,NA,NA,FALSE,20,https://www.usnews.com/img/college-photo_21594.jpg,https://www.usnews.com/img/college-photo_21594_170x170mm.jpg,920,16247,Toledo,43606,94,NA,NA,NA,OH,-1,3.4,university-of-toledo,National Universities,#231-#300,overall,TRUE,2.3,18578,2.1,University of Toledo,national-universities,NA,NA,national-universities,-1,public
295,NA,NA,FALSE,21,https://www.usnews.com/img/college-photo_11238.jpg,https://www.usnews.com/img/college-photo_11238_170x170mm.jpg,930,10082,Pensacola,32514,41,NA,NA,NA,FL,-1,3.6,west-florida,National Universities,#231-#300,overall,TRUE,NA,18628,2.1,University of West Florida,national-universities,NA,NA,national-universities,-1,public
296,NA,NA,FALSE,18,https://www.usnews.com/img/college-photo_8676.jpg,https://www.usnews.com/img/college-photo_8676_170x170mm.jpg,870,11155,Carrollton,30118,59,NA,NA,NA,GA,-1,3.2,university-west-georgia,National Universities,#231-#300,overall,TRUE,2,20406,NA,University of West Georgia,national-universities,NA,NA,national-universities,-1,public
297,NA,NA,FALSE,20,NA,NA,NA,21375,Milwaukee,53201,72,NA,NA,NA,WI,-1,3.1,uw-milwaukee,National Universities,#231-#300,overall,TRUE,2.8,19851,2.4,University of Wisconsin--Milwaukee,national-universities,NA,University of Wisconsin Milwaukee,national-universities,-1,public
298,NA,NA,FALSE,19,NA,NA,890,8780,Valdosta,31698,65,NA,NA,NA,GA,-1,3.2,valdosta-state,National Universities,#231-#300,overall,TRUE,2.1,17196,NA,Valdosta State University,national-universities,NA,NA,national-universities,-1,public
299,NA,NA,FALSE,21,NA,NA,915,11823,Wichita,67260,92,NA,NA,NA,KS,-1,3.4,wichita-state-university,National Universities,#231-#300,overall,TRUE,2.3,17270,2.2,Wichita State University,national-universities,NA,NA,national-universities,-1,public
300,NA,NA,FALSE,18,NA,NA,930,12504,Dayton,45435,95,NA,NA,NA,OH,-1,3.3,wright-state,National Universities,#231-#300,overall,TRUE,2.3,17350,2.2,Wright State University,national-universities,NA,NA,national-universities,-1,public
301,NA,NA,FALSE,NA,NA,NA,NA,1264,San Diego,92131,NA,NA,NA,NA,CA,-2,2.8,alliant-international-university,National Universities,Unranked,overall,TRUE,NA,17510,NA,Alliant International University,national-universities,NA,NA,national-universities,-2,private
302,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Orange,92868,NA,NA,NA,NA,CA,-2,NA,argosy-university,National Universities,Unranked,overall,TRUE,NA,13152,NA,Argosy University,national-universities,NA,Argosy University Chicago,national-universities,-2,proprietary
303,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,San Francisco,94103,NA,NA,NA,NA,CA,-2,NA,california-institute-of-integral-studies,National Universities,Unranked,overall,TRUE,NA,28467,NA,California Institute of Integral Studies,national-universities,NA,NA,national-universities,-2,private
304,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Minneapolis,55403,NA,NA,NA,NA,MN,-2,NA,capella-university,National Universities,Unranked,overall,TRUE,NA,13998,NA,Capella University,national-universities,NA,NA,national-universities,-2,proprietary
305,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Pocatello,83209,NA,NA,NA,NA,ID,-2,NA,idaho-state,National Universities,Unranked,overall,TRUE,2.4,21023,2.1,Idaho State University,national-universities,NA,NA,national-universities,-2,public
306,NA,NA,FALSE,NA,NA,NA,NA,133,San Diego,86314,NA,NA,NA,NA,AZ,-2,NA,northcentral-university,National Universities,Unranked,overall,TRUE,NA,10368,NA,Northcentral University,national-universities,NA,NA,national-universities,-2,proprietary
307,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Cypress,90630,96,NA,NA,NA,CA,-2,NA,trident-university-international,National Universities,Unranked,overall,TRUE,NA,9000,NA,Trident University International,national-universities,NA,NA,national-universities,-2,proprietary
308,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,https://www.usnews.com/img/college-photo_14624.jpg,https://www.usnews.com/img/college-photo_14624_170x170mm.jpg,NA,NA,Cincinnati,45206,NA,NA,NA,NA,OH,-2,NA,union-institute,National Universities,Unranked,overall,TRUE,NA,12416,NA,Union Institute and University,national-universities,NA,NA,national-universities,-2,private
309,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Phoenix,85034,NA,NA,NA,NA,AZ,-2,NA,university-of-phoenix,National Universities,Unranked,overall,TRUE,NA,9690,NA,University of Phoenix,national-universities,NA,NA,national-universities,-2,proprietary
310,NA,School refused to fill out U.S. News statistical survey. Data that appear are from school in previous years or from another source such as the National Center for Education Statistics.,TRUE,NA,NA,NA,NA,NA,Minneapolis,55401,NA,NA,NA,NA,MN,-2,NA,walden-university,National Universities,Unranked,overall,TRUE,NA,12075,NA,Walden University,national-universities,NA,NA,national-universities,-2,proprietary
311,NA,NA,FALSE,NA,NA,NA,NA,8873,New Castle,19720,100,NA,NA,NA,DE,-2,NA,wilmington-university,National Universities,Unranked,overall,TRUE,NA,10940,NA,Wilmington University,national-universities,NA,NA,national-universities,-2,private
312,,NA,FALSE,NA,NA,NA,NA,17401,Boone,28608,NA,NA,NA,13920,NC,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,20192,NA,Appalachian State University,,NA,NA,national-universities,-2,public
313,,NA,FALSE,NA,NA,NA,NA,8159,Jonesboro,72401,67,NA,NA,13406,AR,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,23295,NA,Arkansas State University,,NA,NA,national-universities,-2,public
314,,NA,FALSE,NA,NA,NA,NA,7750,Huntington,25755,89,NA,NA,8370,WV,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,19366,,Marshall University,,NA,NA,national-universities,-2,public
315,,NA,FALSE,NA,NA,NA,NA,27723,San Jose,95192,67,NA,NA,15000,CA,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,19732,NA,San Jose State University,,NA,NA,national-universities,-2,public
316,,NA,FALSE,NA,NA,NA,NA,12595,Troy,36082,92,NA,NA,14285,AL,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,21878,NA,Troy University,,NA,NA,national-universities,-2,public
317,,NA,FALSE,NA,NA,NA,NA,9321,Conway,29528,70,NA,NA,15000,SC,-2,NA,NA,National Universities,Unranked,overall,TRUE,NA,29176,NA,Coastal Carolina University,,NA,NA,national-universities,-2,public
