,rankingNoteText,nonResponderText,nonResponder,act_avg,primaryPhoto,primaryPhotoThumb,sat_avg,enrollment,city,zip,acceptance_rate,rankingDisplayScore,percent_receiving_aid,cost_after_aid,state,rankingSortRank,hs_gpa_avg,urlName,rankingDisplayName,rankingDisplayRank,ranking,isPublic,businessRepScore,tuition,engineeringRepScore,displayName,schoolType,region,aliasNames,rankingType,overallRank,institutionalControl
1,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_31291.jpg,https://www.usnews.com/img/college-photo_31291_170x170mm.jpg,1400,5400,Princeton,8544,7,100,60,16793,NJ,1,3.9,princeton-university,National Universities,#1,overall,TRUE,NA,47140,4.1,Princeton University,national-universities,NA,NA,national-universities,1,private
2,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_8866.jpg,https://www.usnews.com/img/college-photo_8866_170x170mm.jpg,1430,6710,Cambridge,2138,5,98,55,16338,MA,2,4,harvard-university,National Universities,#2,overall,TRUE,NA,48949,3.6,Harvard University,national-universities,NA,NA,national-universities,2,private
3,NA,NA,FALSE,32,https://www.usnews.com/dims4/USNEWS/5b128f0/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F97%2Fa2%2F70c471924fa1ae47788aafc952b4%2F160727-univerity-of-chicago-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/196469f/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F97%2Fa2%2F70c471924fa1ae47788aafc952b4%2F160727-univerity-of-chicago-hero-stock.jpg,1450,5941,Chicago,60637,8,96,42,27767,IL,3,4,university-of-chicago,National Universities,#3,overall,TRUE,NA,54825,NA,University of Chicago,national-universities,NA,UChicago,national-universities,3,private
4,NA,NA,FALSE,32,https://www.usnews.com/dims4/USNEWS/60348dd/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F63%2F64%2Facbcdd85417f8f9d141439d4a505%2F160727-yale-university-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/1ca230f/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F63%2F64%2Facbcdd85417f8f9d141439d4a505%2F160727-yale-university-hero-stock.jpg,1420,5472,New Haven,6520,6,96,50,18385,CT,3,NA,yale-university,National Universities,#3,overall,TRUE,NA,51400,3.4,Yale University,national-universities,NA,NA,national-universities,3,private
5,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_19002.jpg,https://www.usnews.com/img/college-photo_19002_170x170mm.jpg,1430,6113,New York,10027,6,95,48,21041,NY,5,NA,columbia-university,National Universities,#5,overall,TRUE,NA,57208,3.8,Columbia University,national-universities,NA,NA,national-universities,5,private
6,NA,NA,FALSE,33,https://www.usnews.com/img/college-photo_6935.jpg,https://www.usnews.com/img/college-photo_6935_170x170mm.jpg,1460,4524,Cambridge,2139,8,95,58,20331,MA,5,NA,mit,National Universities,#5,overall,TRUE,4.6,49892,4.9,Massachusetts Institute of Technology,national-universities,NA,MIT,national-universities,5,private
7,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_10369.jpg,https://www.usnews.com/img/college-photo_10369_170x170mm.jpg,1380,7034,Stanford,94305,5,95,47,19296,CA,5,NA,stanford,National Universities,#5,overall,TRUE,NA,49617,4.8,Stanford University,national-universities,NA,NA,national-universities,5,private
8,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_2743.jpg,https://www.usnews.com/img/college-photo_2743_170x170mm.jpg,1380,10019,Philadelphia,19104,9,93,47,25441,PA,8,3.9,university-of-pennsylvania,National Universities,#8,overall,TRUE,4.8,53534,3.6,University of Pennsylvania,national-universities,NA,UPenn,national-universities,8,private
9,NA,NA,FALSE,31,https://www.usnews.com/dims4/USNEWS/7e5b5e0/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F57%2F74%2Fc95b0bcc49d9972533add4f11e13%2F160728-duke-university-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/3f12795/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F57%2F74%2Fc95b0bcc49d9972533add4f11e13%2F160728-duke-university-hero-stock.jpg,1380,6609,Durham,27708,11,92,41,23374,NC,9,NA,duke-university,National Universities,#9,overall,TRUE,NA,53744,3.7,Duke University,national-universities,NA,NA,national-universities,9,private
10,NA,NA,FALSE,34,https://www.usnews.com/img/college-photo_93.jpg,https://www.usnews.com/img/college-photo_93_170x170mm.jpg,1510,979,Pasadena,91125,8,91,51,23973,CA,10,NA,cal-tech,National Universities,#10,overall,TRUE,NA,49908,4.6,California Institute of Technology,national-universities,NA,CalTech Cal Tech,national-universities,10,private
11,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_33512.jpg,https://www.usnews.com/img/college-photo_33512_170x170mm.jpg,1350,4310,Hanover,3755,11,90,50,23312,NH,11,NA,dartmouth-college,National Universities,#11,overall,TRUE,NA,52950,3.2,Dartmouth College,national-universities,NA,NA,national-universities,11,private
12,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_9422.jpg,https://www.usnews.com/img/college-photo_9422_170x170mm.jpg,1420,6117,Baltimore,21218,12,90,45,30067,MD,11,3.9,jhu,National Universities,#11,overall,TRUE,NA,52170,3.9,Johns Hopkins University,national-universities,NA,JHU,national-universities,11,private
13,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_3277.jpg,https://www.usnews.com/img/college-photo_3277_170x170mm.jpg,1400,8353,Evanston,60208,11,90,43,31087,IL,11,NA,northwestern,National Universities,#11,overall,TRUE,NA,52678,4,Northwestern University,national-universities,NA,NA,national-universities,11,private
14,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_26074.jpg,https://www.usnews.com/img/college-photo_26074_170x170mm.jpg,1370,6926,Providence,2912,9,86,41,24482,RI,14,NA,brown-university,National Universities,#14,overall,TRUE,NA,53419,3.3,Brown University,national-universities,NA,NA,national-universities,14,private
15,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_73.jpg,https://www.usnews.com/img/college-photo_73_170x170mm.jpg,1330,14566,Ithaca,14853,14,86,44,28068,NY,14,NA,cornell-university,National Universities,#14,overall,TRUE,4.2,52853,4.2,Cornell University,national-universities,NA,NA,national-universities,14,private
16,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_5187.jpg,https://www.usnews.com/img/college-photo_5187_170x170mm.jpg,1410,3893,Houston,77251,15,86,37,23996,TX,14,NA,rice,National Universities,#14,overall,TRUE,NA,45608,3.7,Rice University,national-universities,NA,NA,national-universities,14,private
17,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_313.jpg,https://www.usnews.com/img/college-photo_313_170x170mm.jpg,1420,6871,Nashville,37240,11,86,46,23323,TN,14,3.8,vanderbilt,National Universities,#14,overall,TRUE,NA,47664,3.4,Vanderbilt University,national-universities,NA,NA,national-universities,14,private
18,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_154.jpg,https://www.usnews.com/img/college-photo_154_170x170mm.jpg,1350,8530,Notre Dame,46556,19,85,47,29653,IN,18,NA,notre-dame,National Universities,#18,overall,TRUE,4.1,51505,3.3,University of Notre Dame,national-universities,NA,Notre Dame,national-universities,18,private
19,NA,NA,FALSE,32,https://www.usnews.com/img/college-photo_826.jpg,https://www.usnews.com/img/college-photo_826_170x170mm.jpg,1400,7540,St. Louis,63130,17,85,41,29245,MO,18,NA,washington-university-st-louis,National Universities,#18,overall,TRUE,4,51533,3.3,Washington University in St. Louis,national-universities,NA,WashU Washington University in St Louis Washington University in Saint Louis,national-universities,18,private
20,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_27270.jpg,https://www.usnews.com/img/college-photo_27270_170x170mm.jpg,1320,7453,Washington,20057,17,80,34,29667,DC,20,NA,georgetown-university,National Universities,#20,overall,TRUE,3.8,52300,NA,Georgetown University,national-universities,NA,NA,national-universities,20,private
21,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_33208.jpg,https://www.usnews.com/img/college-photo_33208_170x170mm.jpg,1290,6861,Atlanta,30322,25,78,42,24264,GA,21,3.7,emory-university,National Universities,#21,overall,TRUE,3.8,49392,NA,Emory University,national-universities,NA,NA,national-universities,21,private
22,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_1993.jpg,https://www.usnews.com/img/college-photo_1993_170x170mm.jpg,1300,29311,Berkeley,94720,16,78,23,49614,CA,21,3.9,uc-berkeley,National Universities,#21,overall,TRUE,4.5,42112,4.7,University of California--Berkeley,national-universities,NA,UC Berkeley Cal Berkeley University of California Berkeley,national-universities,21,public
23,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_5631.jpg,https://www.usnews.com/img/college-photo_5631_170x170mm.jpg,1160,30873,Los Angeles,90095,18,78,15,42896,CA,21,3.9,ucla,National Universities,#21,overall,TRUE,NA,41270,3.8,University of California--Los Angeles,national-universities,NA,UCLA University of California Los Angeles,national-universities,21,public
24,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_11612.jpg,https://www.usnews.com/img/college-photo_11612_170x170mm.jpg,1280,18794,Los Angeles,90089,17,78,33,33112,CA,21,3.7,usc,National Universities,#21,overall,TRUE,4.1,54259,3.6,University of Southern California,national-universities,NA,USC Southern Cal,national-universities,21,private
25,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_33151.jpg,https://www.usnews.com/img/college-photo_33151_170x170mm.jpg,1380,6673,Pittsburgh,15213,22,76,40,33550,PA,25,3.8,carnegie-mellon-university,National Universities,#25,overall,TRUE,4.2,53910,4.3,Carnegie Mellon University,national-universities,NA,CMU,national-universities,25,private
26,NA,NA,FALSE,29,https://www.usnews.com/dims4/USNEWS/f259df6/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F15%2Ff0%2Ffb426fc84d1298c35d1d9ef1e694%2F160727-university-of-virginia-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/b7533b9/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F15%2Ff0%2Ffb426fc84d1298c35d1d9ef1e694%2F160727-university-of-virginia-hero-stock.jpg,1240,16331,Charlottesville,22904,30,76,28,28079,VA,25,4,uva,National Universities,#25,overall,TRUE,4.2,46975,3.4,University of Virginia,national-universities,NA,UVA,national-universities,25,public
27,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_11989.jpg,https://www.usnews.com/img/college-photo_11989_170x170mm.jpg,1240,4955,Winston-Salem,27109,30,75,30,24241,NC,27,NA,wake-forest,National Universities,#27,overall,TRUE,3.4,51400,NA,Wake Forest University,national-universities,NA,NA,national-universities,27,private
28,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_25612.jpg,https://www.usnews.com/img/college-photo_25612_170x170mm.jpg,1310,28983,Ann Arbor,48109,29,74,25,32856,MI,28,3.8,university-of-michigan,National Universities,#28,overall,TRUE,4.5,47476,4.4,University of Michigan--Ann Arbor,national-universities,NA,UM University of Michigan Ann Arbor,national-universities,28,public
29,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_8428.jpg,https://www.usnews.com/img/college-photo_8428_170x170mm.jpg,1370,5508,Medford,2155,14,72,34,27034,MA,29,NA,tufts-university,National Universities,#29,overall,TRUE,NA,54318,3,Tufts University,national-universities,NA,NA,national-universities,29,private
30,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_6422.jpg,https://www.usnews.com/img/college-photo_6422_170x170mm.jpg,1250,26135,New York,10012,32,71,46,41783,NY,30,3.6,nyu,National Universities,#30,overall,TRUE,4.3,50464,2.9,New York University,national-universities,NA,NYU,national-universities,30,private
31,NA,NA,FALSE,27,https://www.usnews.com/dims4/USNEWS/a3855fb/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2F18%2F54%2F4235c28f487bbf38ac32dfd87b82%2F160727-university-of-north-carolina-chapel-hill-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/f737ac3/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2F18%2F54%2F4235c28f487bbf38ac32dfd87b82%2F160727-university-of-north-carolina-chapel-hill-hero-stock.jpg,1190,18523,Chapel Hill,27599,27,71,41,17815,NC,30,4,unc,National Universities,#30,overall,TRUE,4.2,34588,NA,University of North Carolina--Chapel Hill,national-universities,NA,UNC University of North Carolina Chapel Hill,national-universities,30,public
32,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_16949.jpg,https://www.usnews.com/img/college-photo_16949_170x170mm.jpg,1260,9309,Chestnut Hill,2467,31,70,35,30170,MA,32,NA,boston-college,National Universities,#32,overall,TRUE,3.6,53346,NA,Boston College,national-universities,NA,BC,national-universities,32,private
33,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_29563.jpg,https://www.usnews.com/img/college-photo_29563_170x170mm.jpg,1250,6276,Williamsburg,23187,37,70,21,42153,VA,32,NA,william-and-mary,National Universities,#32,overall,TRUE,3.3,43099,NA,College of William and Mary,national-universities,NA,William & Mary,national-universities,32,public
34,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_20366.jpg,https://www.usnews.com/img/college-photo_20366_170x170mm.jpg,1270,3608,Waltham,2454,33,68,47,29288,MA,34,3.9,brandeis-university,National Universities,#34,overall,TRUE,2.9,53582,NA,Brandeis University,national-universities,NA,NA,national-universities,34,private
35,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_17123.jpg,https://www.usnews.com/img/college-photo_17123_170x170mm.jpg,1320,15489,Atlanta,30332,26,68,15,39518,GA,34,3.9,georgia-tech,National Universities,#34,overall,TRUE,3.5,33014,4.6,Georgia Institute of Technology,national-universities,NA,Georgia Tech,national-universities,34,public
36,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_2965.jpg,https://www.usnews.com/img/college-photo_2965_170x170mm.jpg,1250,6386,Rochester,14627,38,68,51,28476,NY,34,NA,university-of-rochester,National Universities,#34,overall,TRUE,NA,52020,2.7,University of Rochester,national-universities,NA,NA,national-universities,34,private
37,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_5142.jpg,https://www.usnews.com/img/college-photo_5142_170x170mm.jpg,1220,17944,Boston,2215,29,67,36,34539,MA,37,3.6,boston-university,National Universities,#37,overall,TRUE,3.4,52082,3.1,Boston University,national-universities,NA,BU,national-universities,37,private
38,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_8800.jpg,https://www.usnews.com/img/college-photo_8800_170x170mm.jpg,1280,5152,Cleveland,44106,35,67,48,35248,OH,37,NA,case-western-reserve-university,National Universities,#37,overall,TRUE,3.5,47500,3.3,Case Western Reserve University,national-universities,NA,NA,national-universities,37,private
39,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_1502.jpg,https://www.usnews.com/img/college-photo_1502_170x170mm.jpg,1140,21574,Santa Barbara,93106,36,67,8,44849,CA,37,4,ucsb,National Universities,#37,overall,TRUE,NA,42423,3.4,University of California--Santa Barbara,national-universities,NA,UCSB UC Santa Barbara University of California Santa Barbara,national-universities,37,public
40,NA,NA,FALSE,31,https://www.usnews.com/img/college-photo_31421.jpg,https://www.usnews.com/img/college-photo_31421_170x170mm.jpg,1330,13473,Boston,2115,29,66,34,38521,MA,40,NA,northeastern-university,National Universities,#40,overall,TRUE,3.1,49497,3.1,Northeastern University,national-universities,NA,NA,national-universities,40,private
41,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_31240.jpg,https://www.usnews.com/img/college-photo_31240_170x170mm.jpg,1250,6377,New Orleans,70118,26,66,31,35111,LA,40,3.5,tulane-university,National Universities,#40,overall,TRUE,3.2,52960,2.4,Tulane University,national-universities,NA,NA,national-universities,40,private
42,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_3861.jpg,https://www.usnews.com/img/college-photo_3861_170x170mm.jpg,1280,6265,Troy,12180,44,65,61,35125,NY,42,3.9,rpi,National Universities,#42,overall,TRUE,3.1,52305,3.5,Rensselaer Polytechnic Institute,national-universities,NA,RPI,national-universities,42,private
43,NA,NA,FALSE,NA,https://www.usnews.com/img/college-photo_4677.jpg,https://www.usnews.com/img/college-photo_4677_170x170mm.jpg,1060,27331,Irvine,92697,41,65,6,43506,CA,42,4,uc-irvine,National Universities,#42,overall,TRUE,3.5,43530,3.3,University of California--Irvine,national-universities,NA,UC Irvine UCI University of California Irvine,national-universities,42,public
44,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_19990.jpg,https://www.usnews.com/img/college-photo_19990_170x170mm.jpg,1140,28127,La Jolla,92093,36,65,7,42933,CA,42,4,ucsd,National Universities,#42,overall,TRUE,3.2,44197,3.7,University of California--San Diego,national-universities,NA,UCSD University of California San Diego,national-universities,42,public
45,NA,NA,FALSE,27,https://www.usnews.com/img/college-photo_33594.jpg,https://www.usnews.com/img/college-photo_33594_170x170mm.jpg,1180,34554,Gainesville,32611,46,65,20,36825,FL,42,4,university-of-florida,National Universities,#42,overall,TRUE,3.6,28658,3.4,University of Florida,national-universities,NA,NA,national-universities,42,public
46,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_17635.jpg,https://www.usnews.com/img/college-photo_17635_170x170mm.jpg,1230,5080,Bethlehem,18015,26,64,38,25376,PA,46,NA,lehigh-university,National Universities,#46,overall,TRUE,2.9,50740,3.2,Lehigh University,national-universities,NA,NA,national-universities,46,private
47,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_6515.jpg,https://www.usnews.com/img/college-photo_6515_170x170mm.jpg,1110,3542,Malibu,90263,37,64,51,32416,CA,46,3.6,pepperdine-university,National Universities,#46,overall,TRUE,3.2,51992,NA,Pepperdine University,national-universities,NA,NA,national-universities,46,private
48,NA,NA,FALSE,24,https://www.usnews.com/img/college-photo_9832.jpg,https://www.usnews.com/img/college-photo_9832_170x170mm.jpg,1050,29546,Davis,95616,42,64,9,44075,CA,46,4,uc-davis,National Universities,#46,overall,TRUE,NA,42396,3.5,University of California--Davis,national-universities,NA,UC Davis University of California Davis,national-universities,46,public
49,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_11206.jpg,https://www.usnews.com/img/college-photo_11206_170x170mm.jpg,1210,10849,Coral Gables,33124,38,64,33,34479,FL,46,3.6,university-of-miami,National Universities,#46,overall,TRUE,3.1,48484,2.5,University of Miami,national-universities,NA,NA,national-universities,46,private
50,NA,NA,FALSE,27,https://www.usnews.com/dims4/USNEWS/053ddc4/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fd8%2Fdf%2Fb5b3d7b14e05a69c4dece73d9056%2F160727-university-of-wisconsin-madison-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/c10b577/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fd8%2Fdf%2Fb5b3d7b14e05a69c4dece73d9056%2F160727-university-of-wisconsin-madison-hero-stock.jpg,1234,31710,Madison,53706,53,64,16,36113,WI,46,3.8,university-of-wisconsin,National Universities,#46,overall,TRUE,3.8,34782,3.9,University of Wisconsin--Madison,national-universities,NA,University of Wisconsin Madison,national-universities,46,public
51,NA,NA,FALSE,30,https://www.usnews.com/img/college-photo_32097.jpg,https://www.usnews.com/img/college-photo_32097_170x170mm.jpg,1220,6999,Villanova,19085,44,64,44,35459,PA,46,3.7,villanova,National Universities,#46,overall,TRUE,3.2,51434,2.5,Villanova University,national-universities,NA,NA,national-universities,46,private
52,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_5817.jpg,https://www.usnews.com/img/college-photo_5817_170x170mm.jpg,1090,41359,University Park,16802,56,63,14,41789,PA,52,3.6,penn-state,National Universities,#52,overall,TRUE,3.7,33664,3.7,Pennsylvania State University--University Park,national-universities,NA,Penn State Pennsylvania State University University Park,national-universities,52,public
53,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_12941.jpg,https://www.usnews.com/img/college-photo_12941_170x170mm.jpg,1280,33932,Champaign,61820,60,63,9,35977,IL,52,NA,uiuc,National Universities,#52,overall,TRUE,3.8,31988,4.4,University of Illinois--Urbana-Champaign,national-universities,NA,University of Illinois Urbana Champaign,national-universities,52,public
54,NA,NA,FALSE,27,https://www.usnews.com/img/college-photo_21645.jpg,https://www.usnews.com/img/college-photo_21645_170x170mm.jpg,1160,45831,Columbus,43210,54,62,9,37032,OH,54,NA,ohio-state,National Universities,#54,overall,TRUE,3.8,29659,3.5,Ohio State University--Columbus,national-universities,NA,OSU  Ohio State University Columbus,national-universities,54,public
55,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_145.jpg,https://www.usnews.com/img/college-photo_145_170x170mm.jpg,1140,27951,Athens,30602,54,62,13,30943,GA,54,4,university-of-georgia,National Universities,#54,overall,TRUE,3.6,30392,2.3,University of Georgia,national-universities,NA,UGA,national-universities,54,public
56,NA,NA,FALSE,27,https://www.usnews.com/img/college-photo_25925.jpg,https://www.usnews.com/img/college-photo_25925_170x170mm.jpg,1180,11504,Washington,20052,40,61,43,37996,DC,56,NA,gwu,National Universities,#56,overall,TRUE,3.3,53518,2.6,George Washington University,national-universities,NA,GW GWU,national-universities,56,private
57,NA,NA,FALSE,25,https://www.usnews.com/dims4/USNEWS/75e5b60/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Ff5%2Fdc%2F43629c7a45e9ada232646cba0bec%2F160728-purdue-university-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/6a28209/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Ff5%2Fdc%2F43629c7a45e9ada232646cba0bec%2F160728-purdue-university-hero-stock.jpg,1080,30043,West Lafayette,47907,56,61,16,28383,IN,56,3.7,purdue,National Universities,#56,overall,TRUE,3.6,28804,4.3,Purdue University--West Lafayette,national-universities,NA,Purdue University West Lafayette Purdue University West Lafayette,national-universities,56,public
58,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_18368.jpg,https://www.usnews.com/img/college-photo_18368_170x170mm.jpg,1130,19324,Storrs,6269,49,61,33,37427,CT,56,NA,uconn,National Universities,#56,overall,TRUE,3.2,36948,2.9,University of Connecticut,national-universities,NA,UConn,national-universities,56,public
59,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_6552.jpg,https://www.usnews.com/img/college-photo_6552_170x170mm.jpg,1140,40168,Austin,78712,40,61,7,40558,TX,56,NA,university-of-texas,National Universities,#56,overall,TRUE,4.3,35766,4.1,University of Texas--Austin,national-universities,NA,UT Austin University of Texas Austin,national-universities,56,public
60,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_4740.jpg,https://www.usnews.com/img/college-photo_4740_170x170mm.jpg,1120,30933,Seattle,98195,45,61,20,47746,WA,56,3.8,university-of-washington,National Universities,#56,overall,TRUE,3.6,35538,3.7,University of Washington,national-universities,NA,NA,national-universities,56,public
61,NA,NA,FALSE,27,https://www.usnews.com/img/college-photo_88.jpg,https://www.usnews.com/img/college-photo_88_170x170mm.jpg,1160,30979,Provo,84602,51,60,38,13186,UT,61,3.8,byu,National Universities,#61,overall,TRUE,3.5,5460,2.6,Brigham Young University,national-universities,NA,BYU Provo Brigham Young University Provo,national-universities,61,private
62,NA,NA,FALSE,27,https://www.usnews.com/img/college-photo_12860.jpg,https://www.usnews.com/img/college-photo_12860_170x170mm.jpg,1170,9258,New York,10023,45,60,NA,NA,NY,61,3.6,fordham-university,National Universities,#61,overall,TRUE,3.1,50601,NA,Fordham University,national-universities,NA,NA,national-universities,61,private
63,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_15195.jpg,https://www.usnews.com/img/college-photo_15195_170x170mm.jpg,1220,6521,Dallas,75275,49,60,24,47874,TX,61,3.7,smu,National Universities,#61,overall,TRUE,3.2,52498,2.5,Southern Methodist University,national-universities,NA,SMU,national-universities,61,private
64,NA,NA,FALSE,25,https://www.usnews.com/img/college-photo_1554.jpg,https://www.usnews.com/img/college-photo_1554_170x170mm.jpg,1090,15218,Syracuse,13244,52,60,48,33912,NY,61,3.6,syracuse-university,National Universities,#61,overall,TRUE,3.3,46755,2.6,Syracuse University,national-universities,NA,NA,national-universities,61,private
65,NA,NA,FALSE,28,https://www.usnews.com/img/college-photo_23577.jpg,https://www.usnews.com/img/college-photo_23577_170x170mm.jpg,1210,28472,College Park,20742,48,60,20,36786,MD,61,4,university-of-maryland,National Universities,#61,overall,TRUE,3.7,33606,3.6,University of Maryland--College Park,national-universities,NA,UMD UMCP University of Maryland College Park,national-universities,61,public
66,NA,NA,FALSE,28,NA,NA,1200,4432,Worcester,1609,48,60,62,39995,MA,61,3.8,wpi,National Universities,#61,overall,TRUE,2.6,48628,2.9,Worcester Polytechnic Institute,national-universities,NA,WPI,national-universities,61,private
67,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_23072.jpg,https://www.usnews.com/img/college-photo_23072_170x170mm.jpg,1150,18599,Clemson,29634,51,59,7,38923,SC,67,4,clemson-university,National Universities,#67,overall,TRUE,3,35654,3,Clemson University,national-universities,NA,NA,national-universities,67,public
68,NA,NA,FALSE,27,https://www.usnews.com/dims4/USNEWS/2c70410/17177859217/resize/800x540/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fa2%2F52%2F1fc8593741dbb315ac116e40eae4%2F160727-university-of-pittsburgh-hero-stock.jpg,https://www.usnews.com/dims4/USNEWS/bef9aad/17177859217/resize/170x170/quality/85/?url=www.usnews.com%2Fcmsmedia%2Fa2%2F52%2F1fc8593741dbb315ac116e40eae4%2F160727-university-of-pittsburgh-hero-stock.jpg,1190,19123,Pittsburgh,15260,55,58,NA,NA,PA,68,4,university-of-pittsburgh,National Universities,#68,overall,TRUE,3.5,30642,3.1,University of Pittsburgh,national-universities,NA,Pitt,national-universities,68,public
69,NA,NA,FALSE,26,NA,NA,1150,7901,Washington,20016,26,57,46,36076,DC,69,3.7,american-university,National Universities,#69,overall,TRUE,2.9,46615,NA,American University,national-universities,NA,NA,national-universities,69,private
70,NA,NA,FALSE,NA,https://www.usnews.com/img/college-photo_10352.jpg,https://www.usnews.com/img/college-photo_10352_170x170mm.jpg,1110,36168,Piscataway,8854,57,57,13,40121,NJ,69,NA,rutgers-new-brunswick,National Universities,#69,overall,TRUE,3,30023,3.1,Rutgers University--New Brunswick,national-universities,NA,"Rutgers University Rutgers, the State University of New Jersey New Brunswick",national-universities,69,public
71,NA,NA,FALSE,29,https://www.usnews.com/img/college-photo_26182.jpg,https://www.usnews.com/img/college-photo_26182_170x170mm.jpg,1260,3021,Hoboken,7030,39,57,40,51810,NJ,69,3.8,stevens-institute-of-technology,National Universities,#69,overall,TRUE,2.5,50554,2.7,Stevens Institute of Technology,national-universities,NA,NA,national-universities,69,private
72,NA,NA,FALSE,24,https://www.usnews.com/img/college-photo_22984.jpg,https://www.usnews.com/img/college-photo_22984_170x170mm.jpg,1070,50735,College Station,77843,66,57,41,26376,TX,69,NA,texas-am-college-station,National Universities,#69,overall,TRUE,3.5,30208,3.9,Texas A&M University--College Station,national-universities,NA,Texas A & M University--College Station Texas A and M University--College Station Texas A&M University College Station,national-universities,69,public
73,NA,NA,FALSE,26,https://www.usnews.com/img/college-photo_25995.jpg,https://www.usnews.com/img/college-photo_25995_170x170mm.jpg,1180,34871,Minneapolis,55455,44,57,23,28170,MN,69,NA,university-of-minnesota,National Universities,#69,overall,TRUE,3.8,26603,3.6,University of Minnesota--Twin Cities,national-universities,NA,University of Minnesota Twin Cities,national-universities,69,public
74,NA,NA,FALSE,NA,https://www.usnews.com/img/college-photo_32777.jpg,https://www.usnews.com/img/college-photo_32777_170x170mm.jpg,1100,25791,Blacksburg,24061,71,57,NA,NA,VA,69,3.9,virginia-tech,National Universities,#69,overall,TRUE,3.2,29371,3.9,Virginia Tech,national-universities,NA,NA,national-universities,69,public
