,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
4496,0.8223519599666389,0.3267,False,30,0.01,6,uniform,brute,minkowski,2
6059,0.8223519599666389,0.3269,False,40,0.01,7,uniform,auto,minkowski,2
3731,0.8223519599666389,0.328,False,30,0.0001,6,uniform,auto,minkowski,2
6248,0.8223519599666389,0.3281,True,50,1e-05,7,uniform,brute,minkowski,2
3728,0.8223519599666389,0.3287,False,30,0.0001,6,uniform,brute,minkowski,2
5528,0.8223519599666389,0.3296,True,40,0.001,9,uniform,brute,minkowski,2
680,0.8223519599666389,0.3298,False,10,0.0001,7,uniform,brute,minkowski,2
5459,0.8223519599666389,0.3307,True,40,0.001,6,uniform,auto,minkowski,2
1112,0.8223519599666389,0.3312,False,10,0.001,9,uniform,brute,minkowski,2
1067,0.8223519599666389,0.3319,False,10,0.001,7,uniform,auto,minkowski,2
5483,0.8223519599666389,0.3321,True,40,0.001,7,uniform,auto,minkowski,2
6299,0.8223519599666389,0.3321,True,50,1e-05,9,uniform,auto,minkowski,2
1424,0.8223519599666389,0.3332,False,10,0.01,6,uniform,brute,minkowski,2
1496,0.8223519599666389,0.3343,False,10,0.01,9,uniform,brute,minkowski,2
4112,0.8223519599666389,0.3346,False,30,0.001,6,uniform,brute,minkowski,2
347,0.8223519599666389,0.3361,False,10,1e-05,9,uniform,auto,minkowski,2
5336,0.8223519599666389,0.3365,False,40,0.0001,9,uniform,brute,minkowski,2
5072,0.8223519599666389,0.3371,True,40,0.0001,6,uniform,brute,minkowski,2
1115,0.8223519599666389,0.3382,False,10,0.001,9,uniform,auto,minkowski,2
5531,0.8223519599666389,0.3426,True,40,0.001,9,uniform,auto,minkowski,2
2960,0.8223519599666389,0.3432,False,20,0.01,6,uniform,brute,minkowski,2
5147,0.8223519599666389,0.3461,True,40,0.0001,9,uniform,auto,minkowski,2
656,0.8223519599666389,0.3479,False,10,0.0001,6,uniform,brute,minkowski,2
728,0.8223519599666389,0.3505,False,10,0.0001,9,uniform,brute,minkowski,2
1688,0.8223519599666389,0.3531,True,20,1e-05,9,uniform,brute,minkowski,2
7184,0.8223519599666389,0.3553,False,50,0.001,6,uniform,brute,minkowski,2
4499,0.8223519599666389,0.3588,False,30,0.01,6,uniform,auto,minkowski,2
1259,0.8223519599666389,0.365,True,10,0.01,7,uniform,auto,minkowski,2
5144,0.8223519599666389,0.368,True,40,0.0001,9,uniform,brute,minkowski,2
5675,0.8223519599666389,0.37,False,40,0.001,7,uniform,auto,minkowski,2
5264,0.8223519599666389,0.378,False,40,0.0001,6,uniform,brute,minkowski,2
3032,0.8223519599666389,0.384,False,20,0.01,9,uniform,brute,minkowski,2
2963,0.8223519599666389,0.386,False,20,0.01,6,uniform,auto,minkowski,2
1691,0.8223519599666389,0.393,True,20,1e-05,9,uniform,auto,minkowski,2
7187,0.8223519599666389,0.4208,False,50,0.001,6,uniform,auto,minkowski,2
5267,0.8223519599666389,0.5216,False,40,0.0001,6,uniform,auto,minkowski,2
6811,0.8223519599666389,1.6316,False,50,0.0001,6,distance,brute,minkowski,1
1651,0.8223519599666389,1.6424,True,20,1e-05,7,distance,brute,minkowski,1
2014,0.8223519599666389,1.6425,True,20,0.0001,6,distance,auto,minkowski,1
6622,0.8223519599666389,1.643,True,50,0.0001,6,distance,auto,minkowski,1
2422,0.8223519599666389,1.6435,True,20,0.001,7,distance,auto,minkowski,1
7390,0.8223519599666389,1.6443,True,50,0.01,6,distance,auto,minkowski,1
1654,0.8223519599666389,1.6446,True,20,1e-05,7,distance,auto,minkowski,1
7411,0.8223519599666389,1.6451,True,50,0.01,7,distance,brute,minkowski,1
6259,0.8223519599666389,1.6458,True,50,1e-05,7,distance,brute,minkowski,1
1627,0.8223519599666389,1.6461,True,20,1e-05,6,distance,brute,minkowski,1
6427,0.8223519599666389,1.6495,False,50,1e-05,6,distance,brute,minkowski,1
3955,0.8223519599666389,1.6506,True,30,0.001,7,distance,brute,minkowski,1
2227,0.8223519599666389,1.6514,False,20,0.0001,7,distance,brute,minkowski,1
7006,0.8223519599666389,1.6516,True,50,0.001,6,distance,auto,minkowski,1
3934,0.8223519599666389,1.6517,True,30,0.001,6,distance,auto,minkowski,1
6430,0.8223519599666389,1.6522,False,50,1e-05,6,distance,auto,minkowski,1
6646,0.8223519599666389,1.6522,True,50,0.0001,7,distance,auto,minkowski,1
7003,0.8223519599666389,1.6529,True,50,0.001,6,distance,brute,minkowski,1
6619,0.8223519599666389,1.6531,True,50,0.0001,6,distance,brute,minkowski,1
115,0.8223519599666389,1.6532,True,10,1e-05,7,distance,brute,minkowski,1
6814,0.8223519599666389,1.6536,False,50,0.0001,6,distance,auto,minkowski,1
3958,0.8223519599666389,1.6541,True,30,0.001,7,distance,auto,minkowski,1
5875,0.8223519599666389,1.6546,True,40,0.01,7,distance,brute,minkowski,1
4702,0.8223519599666389,1.6551,True,40,1e-05,6,distance,auto,minkowski,1
862,0.8223519599666389,1.6559,True,10,0.001,6,distance,auto,minkowski,1
1630,0.8223519599666389,1.6567,True,20,1e-05,6,distance,auto,minkowski,1
2806,0.8223519599666389,1.6578,True,20,0.01,7,distance,auto,minkowski,1
886,0.8223519599666389,1.658,True,10,0.001,7,distance,auto,minkowski,1
3763,0.8223519599666389,1.658,False,30,0.0001,7,distance,brute,minkowski,1
2026,0.8223519599666389,1.6584,True,20,0.0001,7,uniform,auto,minkowski,1
91,0.8223519599666389,1.6586,True,10,1e-05,6,distance,brute,minkowski,1
3574,0.8223519599666389,1.659,True,30,0.0001,7,distance,auto,minkowski,1
118,0.8223519599666389,1.6596,True,10,1e-05,7,distance,auto,minkowski,1
4726,0.8223519599666389,1.6598,True,40,1e-05,7,distance,auto,minkowski,1
3163,0.8223519599666389,1.6604,True,30,1e-05,6,distance,brute,minkowski,1
94,0.8223519599666389,1.6614,True,10,1e-05,6,distance,auto,minkowski,1
6826,0.8223519599666389,1.6615,False,50,0.0001,7,uniform,auto,minkowski,1
3550,0.8223519599666389,1.6629,True,30,0.0001,6,distance,auto,minkowski,1
2023,0.8223519599666389,1.6632,True,20,0.0001,7,uniform,brute,minkowski,1
6454,0.8223519599666389,1.6632,False,50,1e-05,7,distance,auto,minkowski,1
7027,0.8223519599666389,1.6632,True,50,0.001,7,distance,brute,minkowski,1
6838,0.8223519599666389,1.6642,False,50,0.0001,7,distance,auto,minkowski,1
2779,0.8223519599666389,1.6643,True,20,0.01,6,distance,brute,minkowski,1
7198,0.8223519599666389,1.6643,False,50,0.001,6,distance,auto,minkowski,1
3766,0.8223519599666389,1.6647,False,30,0.0001,7,distance,auto,minkowski,1
2611,0.8223519599666389,1.6649,False,20,0.001,7,distance,brute,minkowski,1
2038,0.8223519599666389,1.665,True,20,0.0001,7,distance,auto,minkowski,1
2203,0.8223519599666389,1.6652,False,20,0.0001,6,distance,brute,minkowski,1
2587,0.8223519599666389,1.6656,False,20,0.001,6,distance,brute,minkowski,1
2590,0.8223519599666389,1.6661,False,20,0.001,6,distance,auto,minkowski,1
4723,0.8223519599666389,1.6676,True,40,1e-05,7,distance,brute,minkowski,1
7018,0.8223519599666389,1.6683,True,50,0.001,7,uniform,auto,minkowski,1
7195,0.8223519599666389,1.6703,False,50,0.001,6,distance,brute,minkowski,1
286,0.8223519599666389,1.6704,False,10,1e-05,6,distance,auto,minkowski,1
2035,0.8223519599666389,1.6708,True,20,0.0001,7,distance,brute,minkowski,1
3946,0.8223519599666389,1.6709,True,30,0.001,7,uniform,auto,minkowski,1
6823,0.8223519599666389,1.6713,False,50,0.0001,7,uniform,brute,minkowski,1
4894,0.8223519599666389,1.6714,False,40,1e-05,6,distance,auto,minkowski,1
7222,0.8223519599666389,1.6716,False,50,0.001,7,distance,auto,minkowski,1
7414,0.8223519599666389,1.6718,True,50,0.01,7,distance,auto,minkowski,1
6451,0.8223519599666389,1.6719,False,50,1e-05,7,distance,brute,minkowski,1
3931,0.8223519599666389,1.672,True,30,0.001,6,distance,brute,minkowski,1
7030,0.8223519599666389,1.6722,True,50,0.001,7,distance,auto,minkowski,1
2011,0.8223519599666389,1.6723,True,20,0.0001,6,distance,brute,minkowski,1
1843,0.8223519599666389,1.6731,False,20,1e-05,7,distance,brute,minkowski,1
2419,0.8223519599666389,1.6732,True,20,0.001,7,distance,brute,minkowski,1
1642,0.8223519599666389,1.674,True,20,1e-05,7,uniform,auto,minkowski,1
7399,0.8223519599666389,1.6743,True,50,0.01,7,uniform,brute,minkowski,1
3355,0.8223519599666389,1.6744,False,30,1e-05,6,distance,brute,minkowski,1
859,0.8223519599666389,1.6752,True,10,0.001,6,distance,brute,minkowski,1
4915,0.8223519599666389,1.6753,False,40,1e-05,7,distance,brute,minkowski,1
6835,0.8223519599666389,1.6784,False,50,0.0001,7,distance,brute,minkowski,1
4918,0.8223519599666389,1.6787,False,40,1e-05,7,distance,auto,minkowski,1
2803,0.8223519599666389,1.6793,True,20,0.01,7,distance,brute,minkowski,1
1438,0.8223519599666389,1.6807,False,10,0.01,6,distance,auto,minkowski,1
7387,0.8223519599666389,1.6809,True,50,0.01,6,distance,brute,minkowski,1
1270,0.8223519599666389,1.6812,True,10,0.01,7,distance,auto,minkowski,1
3547,0.8223519599666389,1.682,True,30,0.0001,6,distance,brute,minkowski,1
7210,0.8223519599666389,1.6821,False,50,0.001,7,uniform,auto,minkowski,1
7402,0.8223519599666389,1.6821,True,50,0.01,7,uniform,auto,minkowski,1
3943,0.8223519599666389,1.6822,True,30,0.001,7,uniform,brute,minkowski,1
667,0.8223519599666389,1.6825,False,10,0.0001,6,distance,brute,minkowski,1
7219,0.8223519599666389,1.6825,False,50,0.001,7,distance,brute,minkowski,1
3742,0.8223519599666389,1.6832,False,30,0.0001,6,distance,auto,minkowski,1
3166,0.8223519599666389,1.6836,True,30,1e-05,6,distance,auto,minkowski,1
2395,0.8223519599666389,1.6838,True,20,0.001,6,distance,brute,minkowski,1
307,0.8223519599666389,1.6841,False,10,1e-05,7,distance,brute,minkowski,1
6262,0.8223519599666389,1.6842,True,50,1e-05,7,distance,auto,minkowski,1
5878,0.8223519599666389,1.6844,True,40,0.01,7,distance,auto,minkowski,1
2791,0.8223519599666389,1.6845,True,20,0.01,7,uniform,brute,minkowski,1
2398,0.8223519599666389,1.6853,True,20,0.001,6,distance,auto,minkowski,1
2794,0.8223519599666389,1.6863,True,20,0.01,7,uniform,auto,minkowski,1
1831,0.8223519599666389,1.6866,False,20,1e-05,7,uniform,brute,minkowski,1
2206,0.8223519599666389,1.6871,False,20,0.0001,6,distance,auto,minkowski,1
3562,0.8223519599666389,1.6873,True,30,0.0001,7,uniform,auto,minkowski,1
6439,0.8223519599666389,1.6875,False,50,1e-05,7,uniform,brute,minkowski,1
6442,0.8223519599666389,1.6876,False,50,1e-05,7,uniform,auto,minkowski,1
3187,0.8223519599666389,1.6879,True,30,1e-05,7,distance,brute,minkowski,1
4699,0.8223519599666389,1.688,True,40,1e-05,6,distance,brute,minkowski,1
6235,0.8223519599666389,1.6884,True,50,1e-05,6,distance,brute,minkowski,1
7370,0.8223519599666389,1.6888,True,50,0.01,6,uniform,ball_tree,minkowski,2
670,0.8223519599666389,1.689,False,10,0.0001,6,distance,auto,minkowski,1
2614,0.8223519599666389,1.689,False,20,0.001,7,distance,auto,minkowski,1
3379,0.8223519599666389,1.6892,False,30,1e-05,7,distance,brute,minkowski,1
7015,0.8223519599666389,1.6909,True,50,0.001,7,uniform,brute,minkowski,1
5467,0.8223519599666389,1.691,True,40,0.001,6,distance,brute,minkowski,1
1267,0.8223519599666389,1.6917,True,10,0.01,7,distance,brute,minkowski,1
295,0.8223519599666389,1.6919,False,10,1e-05,7,uniform,brute,minkowski,1
3571,0.8223519599666389,1.6923,True,30,0.0001,7,distance,brute,minkowski,1
871,0.8223519599666389,1.6924,True,10,0.001,7,uniform,brute,minkowski,1
3751,0.8223519599666389,1.6926,False,30,0.0001,7,uniform,brute,minkowski,1
2602,0.8223519599666389,1.6932,False,20,0.001,7,uniform,auto,minkowski,1
6643,0.8223519599666389,1.6953,True,50,0.0001,7,distance,brute,minkowski,1
1846,0.8223519599666389,1.6975,False,20,1e-05,7,distance,auto,minkowski,1
883,0.8223519599666389,1.6983,True,10,0.001,7,distance,brute,minkowski,1
3190,0.8223519599666389,1.699,True,30,1e-05,7,distance,auto,minkowski,1
2410,0.8223519599666389,1.6991,True,20,0.001,7,uniform,auto,minkowski,1
679,0.8223519599666389,1.6997,False,10,0.0001,7,uniform,brute,minkowski,1
3559,0.8223519599666389,1.7005,True,30,0.0001,7,uniform,brute,minkowski,1
1834,0.8223519599666389,1.701,False,20,1e-05,7,uniform,auto,minkowski,1
106,0.8223519599666389,1.7011,True,10,1e-05,7,uniform,auto,minkowski,1
5479,0.8223519599666389,1.7016,True,40,0.001,7,uniform,brute,minkowski,1
6634,0.8223519599666389,1.7025,True,50,0.0001,7,uniform,auto,minkowski,1
1246,0.8223519599666389,1.7031,True,10,0.01,6,distance,auto,minkowski,1
7207,0.8223519599666389,1.7041,False,50,0.001,7,uniform,brute,minkowski,1
1639,0.8223519599666389,1.7047,True,20,1e-05,7,uniform,brute,minkowski,1
4903,0.8223519599666389,1.705,False,40,1e-05,7,uniform,brute,minkowski,1
103,0.8223519599666389,1.7068,True,10,1e-05,7,uniform,brute,minkowski,1
2407,0.8223519599666389,1.7074,True,20,0.001,7,uniform,brute,minkowski,1
3175,0.8223519599666389,1.7074,True,30,1e-05,7,uniform,brute,minkowski,1
283,0.8223519599666389,1.7095,False,10,1e-05,6,distance,brute,minkowski,1
3739,0.8223519599666389,1.7113,False,30,0.0001,6,distance,brute,minkowski,1
3178,0.8223519599666389,1.712,True,30,1e-05,7,uniform,auto,minkowski,1
3754,0.8223519599666389,1.712,False,30,0.0001,7,uniform,auto,minkowski,1
2998,0.8223519599666389,1.7123,False,20,0.01,7,distance,auto,minkowski,1
3358,0.8223519599666389,1.7126,False,30,1e-05,6,distance,auto,minkowski,1
4531,0.8223519599666389,1.7129,False,30,0.01,7,distance,brute,minkowski,1
3382,0.8223519599666389,1.713,False,30,1e-05,7,distance,auto,minkowski,1
1435,0.8223519599666389,1.7135,False,10,0.01,6,distance,brute,minkowski,1
3370,0.8223519599666389,1.7135,False,30,1e-05,7,uniform,auto,minkowski,1
682,0.8223519599666389,1.7139,False,10,0.0001,7,uniform,auto,minkowski,1
4711,0.8223519599666389,1.7155,True,40,1e-05,7,uniform,brute,minkowski,1
2782,0.8223519599666389,1.717,True,20,0.01,6,distance,auto,minkowski,1
298,0.8223519599666389,1.7174,False,10,1e-05,7,uniform,auto,minkowski,1
2599,0.8223519599666389,1.7181,False,20,0.001,7,uniform,brute,minkowski,1
5083,0.8223519599666389,1.7184,True,40,0.0001,6,distance,brute,minkowski,1
7442,0.8223519599666389,1.7185,True,50,0.01,9,uniform,ball_tree,minkowski,2
1822,0.8223519599666389,1.7194,False,20,1e-05,6,distance,auto,minkowski,1
5863,0.8223519599666389,1.7196,True,40,0.01,7,uniform,brute,minkowski,1
4522,0.8223519599666389,1.7211,False,30,0.01,7,uniform,auto,minkowski,1
5470,0.8223519599666389,1.7215,True,40,0.001,6,distance,auto,minkowski,1
6626,0.8223519599666389,1.7215,True,50,0.0001,7,uniform,ball_tree,minkowski,2
5854,0.8223519599666389,1.7237,True,40,0.01,6,distance,auto,minkowski,1
5866,0.8223519599666389,1.7273,True,40,0.01,7,uniform,auto,minkowski,1
7010,0.8223519599666389,1.7282,True,50,0.001,7,uniform,ball_tree,minkowski,2
1459,0.8223519599666389,1.7283,False,10,0.01,7,distance,brute,minkowski,1
2230,0.8223519599666389,1.7303,False,20,0.0001,7,distance,auto,minkowski,1
3367,0.8223519599666389,1.7314,False,30,1e-05,7,uniform,brute,minkowski,1
874,0.8223519599666389,1.7332,True,10,0.001,7,uniform,auto,minkowski,1
4714,0.8223519599666389,1.7333,True,40,1e-05,7,uniform,auto,minkowski,1
6250,0.8223519599666389,1.7334,True,50,1e-05,7,uniform,auto,minkowski,1
5098,0.8223519599666389,1.7352,True,40,0.0001,7,uniform,auto,minkowski,1
1819,0.8223519599666389,1.7364,False,20,1e-05,6,distance,brute,minkowski,1
4906,0.8223519599666389,1.7395,False,40,1e-05,7,uniform,auto,minkowski,1
5107,0.8223519599666389,1.7423,True,40,0.0001,7,distance,brute,minkowski,1
2218,0.8223519599666389,1.7434,False,20,0.0001,7,uniform,auto,minkowski,1
7394,0.8223519599666389,1.745,True,50,0.01,7,uniform,ball_tree,minkowski,2
5086,0.8223519599666389,1.7471,True,40,0.0001,6,distance,auto,minkowski,1
5110,0.8223519599666389,1.7473,True,40,0.0001,7,distance,auto,minkowski,1
842,0.8223519599666389,1.7505,True,10,0.001,6,uniform,ball_tree,minkowski,2
7058,0.8223519599666389,1.7527,True,50,0.001,9,uniform,ball_tree,minkowski,2
1450,0.8223519599666389,1.7533,False,10,0.01,7,uniform,auto,minkowski,1
5851,0.8223519599666389,1.7537,True,40,0.01,6,distance,brute,minkowski,1
5662,0.8223519599666389,1.755,False,40,0.001,6,distance,auto,minkowski,1
3602,0.8223519599666389,1.756,True,30,0.0001,9,uniform,ball_tree,minkowski,2
2402,0.8223519599666389,1.7574,True,20,0.001,7,uniform,ball_tree,minkowski,2
5482,0.8223519599666389,1.7581,True,40,0.001,7,uniform,auto,minkowski,1
6290,0.8223519599666389,1.7587,True,50,1e-05,9,uniform,ball_tree,minkowski,2
5287,0.8223519599666389,1.7613,False,40,0.0001,7,uniform,brute,minkowski,1
2986,0.8223519599666389,1.762,False,20,0.01,7,uniform,auto,minkowski,1
5095,0.8223519599666389,1.7621,True,40,0.0001,7,uniform,brute,minkowski,1
4126,0.8223519599666389,1.7642,False,30,0.001,6,distance,auto,minkowski,1
6674,0.8223519599666389,1.7661,True,50,0.0001,9,uniform,ball_tree,minkowski,2
4534,0.8223519599666389,1.7676,False,30,0.01,7,distance,auto,minkowski,1
6986,0.8223519599666389,1.7677,True,50,0.001,6,uniform,ball_tree,minkowski,2
2995,0.8223519599666389,1.7693,False,20,0.01,7,distance,brute,minkowski,1
4891,0.8223519599666389,1.7694,False,40,1e-05,6,distance,brute,minkowski,1
4510,0.8223519599666389,1.7729,False,30,0.01,6,distance,auto,minkowski,1
2197,0.8223519599666389,1.7766,False,20,0.0001,6,distance,ball_tree,minkowski,1
310,0.8223519599666389,1.7794,False,10,1e-05,7,distance,auto,minkowski,1
3986,0.8223519599666389,1.7808,True,30,0.001,9,uniform,ball_tree,minkowski,2
4519,0.8223519599666389,1.783,False,30,0.01,7,uniform,brute,minkowski,1
4507,0.8223519599666389,1.7854,False,30,0.01,6,distance,brute,minkowski,1
1054,0.8223519599666389,1.7856,False,10,0.001,6,distance,auto,minkowski,1
2450,0.8223519599666389,1.7882,True,20,0.001,9,uniform,ball_tree,minkowski,2
1078,0.8223519599666389,1.7902,False,10,0.001,7,distance,auto,minkowski,1
7178,0.8223519599666389,1.7911,False,50,0.001,6,uniform,ball_tree,minkowski,2
2974,0.8223519599666389,1.7925,False,20,0.01,6,distance,auto,minkowski,1
6866,0.8223519599666389,1.7928,False,50,0.0001,9,uniform,ball_tree,minkowski,2
2215,0.8223519599666389,1.7932,False,20,0.0001,7,uniform,brute,minkowski,1
6410,0.8223519599666389,1.7939,False,50,1e-05,6,uniform,ball_tree,minkowski,2
4123,0.8223519599666389,1.7942,False,30,0.001,6,distance,brute,minkowski,1
2762,0.8223519599666389,1.7944,True,20,0.01,6,uniform,ball_tree,minkowski,2
694,0.8223519599666389,1.7948,False,10,0.0001,7,distance,auto,minkowski,1
5290,0.8223519599666389,1.7953,False,40,0.0001,7,uniform,auto,minkowski,1
6829,0.8223519599666389,1.7959,False,50,0.0001,7,distance,ball_tree,minkowski,1
499,0.8223519599666389,1.7969,True,10,0.0001,7,distance,brute,minkowski,1
2258,0.8223519599666389,1.798,False,20,0.0001,9,uniform,ball_tree,minkowski,2
6817,0.8223519599666389,1.798,False,50,0.0001,7,uniform,ball_tree,minkowski,1
1066,0.8223519599666389,1.7983,False,10,0.001,7,uniform,auto,minkowski,1
6602,0.8223519599666389,1.7984,True,50,0.0001,6,uniform,ball_tree,minkowski,2
74,0.8223519599666389,1.7985,True,10,1e-05,6,uniform,ball_tree,minkowski,2
4342,0.8223519599666389,1.8001,True,30,0.01,7,distance,auto,minkowski,1
691,0.8223519599666389,1.8022,False,10,0.0001,7,distance,brute,minkowski,1
7250,0.8223519599666389,1.8028,False,50,0.001,9,uniform,ball_tree,minkowski,2
3218,0.8223519599666389,1.8031,True,30,1e-05,9,uniform,ball_tree,minkowski,2
1243,0.8223519599666389,1.804,True,10,0.01,6,distance,brute,minkowski,1
2594,0.8223519599666389,1.8042,False,20,0.001,7,uniform,ball_tree,minkowski,2
98,0.8223519599666389,1.8062,True,10,1e-05,7,uniform,ball_tree,minkowski,2
914,0.8223519599666389,1.8062,True,10,0.001,9,uniform,ball_tree,minkowski,2
4150,0.8223519599666389,1.8073,False,30,0.001,7,distance,auto,minkowski,1
2786,0.8223519599666389,1.8078,True,20,0.01,7,uniform,ball_tree,minkowski,2
1462,0.8223519599666389,1.8087,False,10,0.01,7,distance,auto,minkowski,1
502,0.8223519599666389,1.8103,True,10,0.0001,7,distance,auto,minkowski,1
1447,0.8223519599666389,1.8103,False,10,0.01,7,uniform,brute,minkowski,1
4147,0.8223519599666389,1.8104,False,30,0.001,7,distance,brute,minkowski,1
475,0.8223519599666389,1.811,True,10,0.0001,6,distance,brute,minkowski,1
2018,0.8223519599666389,1.8115,True,20,0.0001,7,uniform,ball_tree,minkowski,2
6445,0.8223519599666389,1.8121,False,50,1e-05,7,distance,ball_tree,minkowski,1
6805,0.8223519599666389,1.8123,False,50,0.0001,6,distance,ball_tree,minkowski,1
6421,0.8223519599666389,1.8133,False,50,1e-05,6,distance,ball_tree,minkowski,1
478,0.8223519599666389,1.8159,True,10,0.0001,6,distance,auto,minkowski,1
